Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
SRE,Sempra,Rating: Hold3.13,Rating: Buy4.00,Rating: Buy4.26,59.72B,2.60,D-,C+,C,A-,C-
CVS,CVS Health Corporation,Rating: Hold3.13,Rating: Hold3.36,Rating: Buy4.00,75.45B,4.44,A,F,A,B-,D-
SFST,"Southern First Bancshares, Inc.",Rating: Hold3.13,Rating: Not Covered,Rating: Hold3.00,363.11M,-,C-,D-,D,A,C+
PAA,"Plains All American Pipeline, L.P. Common Units",Rating: Hold3.13,Rating: Buy3.66,Rating: Buy3.78,12.73B,7.02,B,D-,B-,B-,B+
BSRR,Sierra Bancorp,Rating: Hold3.13,Rating: Buy4.00,Rating: Hold3.40,447.97M,2.97,B-,C,D+,A-,C
WTS,"Watts Water Technologies, Inc.",Rating: Hold3.13,Rating: Not Covered,Rating: Hold3.25,7.17B,0.73,D-,C-,B,C+,B+
FWRD,Forward Air Corporation,Rating: Hold3.13,Rating: Hold3.00,Rating: Buy3.50,1.04B,-,C,D-,D-,A,B
OCUL,"Ocular Therapeutix, Inc.",Rating: Hold3.13,Rating: Buy4.00,Rating: Strong Buy4.62,1.58B,-,A,A,D-,A,C-
IDA,"IDACORP, Inc.",Rating: Hold3.13,Rating: Not Covered,Rating: Buy3.75,6.33B,2.82,D,B,D-,A-,B+
RNXT,"RenovoRx, Inc.",Rating: Hold3.13,Rating: Not Covered,Rating: Strong Buy4.66,30.22M,-,B+,A+,D,A-,B
GEN,Gen Digital Inc.,Rating: Hold3.13,Rating: Buy3.66,Rating: Buy3.80,19.00B,1.62,C-,F,A+,B+,C+
ERAS,"Erasca, Inc.",Rating: Hold3.13,Rating: Hold3.00,Rating: Buy4.33,825.56M,-,B-,B-,C+,B,B+
TECH,Bio-Techne Corporation,Rating: Hold3.13,Rating: Not Covered,Rating: Buy4.40,11.98B,0.42,F,D,A,B,B
PROK,ProKidney Corp.,Rating: Hold3.13,Rating: Hold3.00,Rating: Buy4.00,539.57M,-,Rating: Not Covered,C+,B-,C,A
HVRRY,Hannover Rück SE,Rating: Hold3.13,Rating: Hold3.00,Rating: Hold3.00,31.42B,2.49,B+,C+,A,D,Rating: Not Covered
EOG,"EOG Resources, Inc.",Rating: Hold3.13,Rating: Strong Buy4.50,Rating: Buy3.84,74.86B,2.73,D+,D-,A+,B,C+
SAIC,Science Applications International Corporation,Rating: Hold3.13,Rating: Buy4.00,Rating: Buy3.66,6.11B,1.20,D+,D-,C+,D+,B+
EVR,Evercore Inc.,Rating: Hold3.13,Rating: Hold3.00,Rating: Buy3.75,12.45B,1.01,D+,A,B-,A,F
IEX,IDEX Corporation,Rating: Hold3.12,Rating: Buy3.50,Rating: Buy3.92,17.50B,1.17,D-,D+,B+,C+,B
MELI,"MercadoLibre, Inc.",Rating: Hold3.12,Rating: Buy4.07,Rating: Buy4.40,103.66B,-,D-,A,A+,B+,C-
JKHY,"Jack Henry & Associates, Inc.",Rating: Hold3.12,Rating: Not Covered,Rating: Buy3.52,12.69B,1.25,F,C,B,D,B-
GLOB,Globant S.A.,Rating: Hold3.12,Rating: Buy3.50,Rating: Buy3.95,9.90B,-,D,C,B-,B-,C+
UEC,Uranium Energy Corp.,Rating: Hold3.12,Rating: Hold3.00,Rating: Strong Buy4.66,3.33B,-,D,A,B-,A,B
RCON,"Recon Technology, Ltd.",Rating: Hold3.12,Rating: Not Covered,Rating: Hold3.00,64.55M,-,C-,B-,F,B-,A
NMIH,"NMI Holdings, Inc.",Rating: Hold3.12,Rating: Buy4.00,Rating: Buy4.12,3.17B,-,C,B-,A-,C,C+
HLNE,Hamilton Lane Incorporated,Rating: Hold3.12,Rating: Hold3.00,Rating: Hold3.00,10.75B,0.97,F,A-,B+,A,D+
RNST,Renasant Corporation,Rating: Hold3.12,Rating: Not Covered,Rating: Buy3.83,2.41B,2.32,C-,D,C-,C+,C+
CHKP,Check Point Software Technologies Ltd.,Rating: Hold3.12,Rating: Hold3.33,Rating: Hold3.41,19.97B,-,D+,D,A,C+,C
POAHY,Porsche Automobil Holding SE,Rating: Hold3.12,Rating: Hold3.00,Rating: Hold3.00,11.00B,7.74,A+,A+,A+,D-,C+
BHLB,"Berkshire Hills Bancorp, Inc.",Rating: Hold3.12,Rating: Not Covered,Rating: Hold3.33,1.30B,2.33,D+,C-,D,B,C+
VCEL,Vericel Corporation,Rating: Hold3.12,Rating: Not Covered,Rating: Strong Buy4.87,2.85B,-,F,A-,B+,A-,B-
NVST,Envista Holdings Corporation,Rating: Hold3.12,Rating: Not Covered,Rating: Hold3.46,3.84B,-,D+,F,A-,B+,B-
FCNCA,"First Citizens BancShares, Inc.",Rating: Hold3.12,Rating: Buy4.00,Rating: Buy3.72,31.93B,0.28,D-,A+,B+,B+,F
KT,KT Corporation,Rating: Hold3.12,Rating: Hold3.00,Rating: Strong Buy4.50,8.42B,6.86,A+,B,B+,B+,F
IX,ORIX Corporation,Rating: Hold3.12,Rating: Buy4.00,Rating: Hold3.00,24.65B,-,A-,A-,A-,D-,Rating: Not Covered
LOGI,Logitech International S.A.,Rating: Hold3.12,Rating: Buy4.33,Rating: Hold3.18,11.73B,1.73,C-,D-,A-,D+,B
NXT,Nextracker Inc.,Rating: Hold3.12,Rating: Buy4.00,Rating: Buy4.30,5.78B,-,A-,A+,A-,D-,B+
DLNG,Dynagas LNG Partners LP Common Units,Rating: Hold3.12,Rating: Buy4.00,Rating: Strong Buy5.00,169.09M,-,A,B,B+,A,C-
ZIP,"ZipRecruiter, Inc.",Rating: Hold3.12,Rating: Hold3.00,Rating: Hold3.37,875.41M,-,D-,D,A,D,A-
S,"SentinelOne, Inc.",Rating: Hold3.12,Rating: Buy4.00,Rating: Buy4.31,8.91B,-,D-,A,B-,B-,C
KLAC,KLA Corporation,Rating: Hold3.12,Rating: Buy4.20,Rating: Buy4.03,84.55B,0.96,D,C+,A+,D,B
OMF,"OneMain Holdings, Inc.",Rating: Hold3.12,Rating: Buy4.00,Rating: Buy4.13,6.80B,7.23,A,C+,B+,C+,D+
BCBP,"BCB Bancorp, Inc.",Rating: Hold3.12,Rating: Buy4.00,Rating: Buy3.50,225.72M,4.83,A-,D-,D+,C,C+
QUAD,"Quad/Graphics, Inc.",Rating: Hold3.12,Rating: Hold3.00,Rating: Strong Buy4.50,377.34M,2.76,A,A+,D,A,F
MAX,"MediaAlpha, Inc.",Rating: Hold3.12,Rating: Not Covered,Rating: Buy4.12,859.30M,-,D-,A,C-,D-,A-
DH,Definitive Healthcare Corp.,Rating: Hold3.12,Rating: Not Covered,Rating: Buy3.53,721.91M,-,D-,D+,A,C-,A-
GLNG,Golar LNG Limited,Rating: Hold3.12,Rating: Strong Buy5.00,Rating: Strong Buy4.57,4.10B,2.55,F,B-,F,A,B+
CINF,Cincinnati Financial Corporation,Rating: Hold3.11,Rating: Buy3.50,Rating: Buy3.62,25.04B,1.99,C+,B+,A-,B+,D+
LLY,Eli Lilly and Company,Rating: Hold3.11,Rating: Hold3.40,Rating: Buy4.28,709.71B,0.66,F,A+,A+,B-,F
MOD,Modine Manufacturing Company,Rating: Hold3.11,Rating: Hold3.16,Rating: Strong Buy4.66,7.00B,-,D-,A-,C+,A,C
KMX,"CarMax, Inc.",Rating: Hold3.11,Rating: Hold3.00,Rating: Buy3.61,13.11B,-,D,D+,B-,B,B-
JCI,Johnson Controls International plc,Rating: Hold3.11,Rating: Buy3.50,Rating: Buy3.79,55.43B,1.77,D,D+,B,B+,C
CATY,Cathay General Bancorp,Rating: Hold3.11,Rating: Hold3.00,Rating: Hold3.20,3.72B,2.60,C,D,C+,B+,C+
PB,"Prosperity Bancshares, Inc.",Rating: Hold3.11,Rating: Buy4.00,Rating: Buy4.13,8.02B,2.66,C-,C,C+,B,C-
ATRC,"AtriCure, Inc.",Rating: Hold3.11,Rating: Not Covered,Rating: Strong Buy4.55,1.76B,-,D-,B-,B+,A-,B-
GROV,"Grove Collaborative Holdings, Inc.",Rating: Hold3.11,Rating: Not Covered,Rating: Strong Buy5.00,59.42M,-,A-,C,F,D+,A+
WABC,Westamerica Bancorporation,Rating: Hold3.11,Rating: Not Covered,Rating: Hold3.00,1.54B,3.06,C+,D+,C+,C,C+
VLN,Valens Semiconductor Ltd.,Rating: Hold3.11,Rating: Not Covered,Rating: Strong Buy4.50,195.57M,-,A-,C,D+,D-,A
IVAC,"Intevac, Inc.",Rating: Hold3.11,Rating: Not Covered,Rating: Buy4.00,73.10M,-,A,C,C-,D-,A+
NJR,New Jersey Resources Corporation,Rating: Hold3.11,Rating: Buy4.00,Rating: Buy3.75,5.15B,3.31,C,B-,C,B,B+
AVNT,Avient Corporation,Rating: Hold3.11,Rating: Buy4.00,Rating: Buy4.14,4.69B,2.01,D-,C+,B,A-,B+
PEBO,Peoples Bancorp Inc.,Rating: Hold3.11,Rating: Buy4.00,Rating: Hold3.42,1.23B,4.52,B+,D+,C-,C,C+
SHW,The Sherwin-Williams Company,Rating: Hold3.11,Rating: Hold2.50,Rating: Buy3.75,98.88B,0.73,F,B-,A,A-,C
HEI.A,HEICO Corporation,Rating: Hold3.11,Rating: Hold3.00,Rating: Hold3.00,32.50B,0.10,D+,B-,C+,B+,Rating: Not Covered
SNYNF,Sanofi,Rating: Hold3.11,Rating: Buy4.00,Rating: Not Covered,122.26B,4.22,D+,D,A+,B-,Rating: Not Covered
SMWB,Similarweb Ltd.,Rating: Hold3.11,Rating: Buy3.50,Rating: Strong Buy4.62,1.03B,-,C-,B-,C,A,C-
ABL,"Abacus Life, Inc.",Rating: Hold3.11,Rating: Not Covered,Rating: Strong Buy4.75,684.20M,-,C-,C-,B,F,A+
LUCY,"Innovative Eyewear, Inc.",Rating: Hold3.11,Rating: Not Covered,Rating: Buy4.00,15.90M,-,C+,B+,D-,B+,A
VIAV,Viavi Solutions Inc.,Rating: Hold3.11,Rating: Not Covered,Rating: Buy3.66,2.19B,-,C-,D,C+,B,C+
DGX,Quest Diagnostics Incorporated,Rating: Hold3.11,Rating: Buy4.00,Rating: Buy3.94,18.23B,1.81,D-,D,A,B+,C+
AMLX,"Amylyx Pharmaceuticals, Inc.",Rating: Hold3.11,Rating: Strong Buy4.50,Rating: Buy3.71,390.79M,-,A,D,D+,A+,D
HPQ,HP Inc.,Rating: Hold3.11,Rating: Buy3.50,Rating: Hold3.35,33.40B,3.18,A-,F,A,B,D-
KNRLF,Kontrol Technologies Corp.,Rating: Hold3.11,Rating: Not Covered,Rating: Strong Buy5.00,7.62M,-,A+,A-,B+,F,Rating: Not Covered
CAC,Camden National Corporation,Rating: Hold3.11,Rating: Not Covered,Rating: Hold3.00,693.58M,3.53,C-,D,D+,B+,C
TDY,Teledyne Technologies Incorporated,Rating: Hold3.11,Rating: Hold3.00,Rating: Buy4.40,22.63B,-,D+,D,B+,B-,C+
CCBG,"Capital City Bank Group, Inc.",Rating: Hold3.11,Rating: Buy4.00,Rating: Buy4.00,662.53M,2.17,C-,B,D+,B,C
PBH,Prestige Consumer Healthcare Inc.,Rating: Hold3.11,Rating: Not Covered,Rating: Buy4.12,4.16B,-,D-,D,A,A-,C+
VFF,"Village Farms International, Inc.",Rating: Hold3.10,Rating: Strong Buy5.00,Rating: Strong Buy5.00,89.42M,-,B,B-,D+,D,A+
RKDA,"Arcadia Biosciences, Inc.",Rating: Hold3.10,Rating: Not Covered,Rating: Strong Buy4.50,3.77M,-,B+,C+,F,C-,A-
THNPY,Technip Energies N.V.,Rating: Hold3.10,Rating: Not Covered,Rating: Buy4.00,4.16B,2.60,B,A,C,B-,Rating: Not Covered
INFY,Infosys Limited,Rating: Hold3.10,Rating: Buy3.66,Rating: Buy3.53,94.43B,2.57,D+,C+,A,B-,C-
PAYX,"Paychex, Inc.",Rating: Hold3.10,Rating: Hold3.00,Rating: Hold2.84,52.44B,2.63,D+,D,A,B-,C+
CIEN,Ciena Corporation,Rating: Hold3.10,Rating: Buy3.50,Rating: Buy3.81,9.99B,-,D,A-,C+,A-,C-
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Rating: Hold3.10,Rating: Hold3.33,Rating: Buy4.14,6.20B,-,D-,B+,C,B+,B-
SBH,"Sally Beauty Holdings, Inc.",Rating: Hold3.10,Rating: Hold3.00,Rating: Hold3.16,1.44B,-,A-,C-,C+,B+,B-
HLT,Hilton Worldwide Holdings Inc.,Rating: Hold3.10,Rating: Hold3.00,Rating: Buy3.62,61.05B,0.24,F,B-,A+,B+,C
NAPA,"The Duckhorn Portfolio, Inc.",Rating: Hold3.10,Rating: Buy4.00,Rating: Buy3.80,1.62B,-,D,D-,D-,A,C+
INCY,Incyte Corporation,Rating: Hold3.10,Rating: Strong Buy5.00,Rating: Buy3.80,14.54B,-,D+,A,A-,A-,D+
ACGL,Arch Capital Group Ltd.,Rating: Hold3.10,Rating: Buy4.00,Rating: Buy4.13,37.75B,-,B+,B+,A+,D,C
USNZY,Usinas Siderúrgicas de Minas Gerais S.A.,Rating: Hold3.10,Rating: Not Covered,Rating: Hold2.50,1.31B,4.78,A,F,C+,D-,A+
TXN,Texas Instruments Incorporated,Rating: Hold3.10,Rating: Hold3.14,Rating: Hold3.44,181.70B,2.64,D,D-,A+,C+,C-
AMD,"Advanced Micro Devices, Inc.",Rating: Hold3.10,Rating: Buy3.84,Rating: Buy4.39,221.09B,-,C,A,B+,D+,C-
HBT,"HBT Financial, Inc.",Rating: Hold3.10,Rating: Not Covered,Rating: Buy3.50,755.53M,3.17,B,C+,C-,C,C+
ASAN,"Asana, Inc.",Rating: Hold3.10,Rating: Hold2.50,Rating: Hold3.21,3.46B,-,B+,C-,D+,C-,B
CCJ,Cameco Corporation,Rating: Hold3.10,Rating: Hold3.40,Rating: Strong Buy4.62,25.17B,0.20,F,A+,D+,A-,C+
AUPH,Aurinia Pharmaceuticals Inc.,Rating: Hold3.10,Rating: Buy4.33,Rating: Buy4.28,1.27B,-,D-,B-,A-,A,C-
VRDN,"Viridian Therapeutics, Inc.",Rating: Hold3.10,Rating: Buy3.66,Rating: Strong Buy4.58,1.73B,-,C-,A-,C-,A,D+
NOK,Nokia Oyj,Rating: Hold3.10,Rating: Hold3.00,Rating: Buy3.63,21.97B,3.35,A,D+,A+,C+,C-
CRWD,"CrowdStrike Holdings, Inc.",Rating: Hold3.10,Rating: Buy3.50,Rating: Buy4.20,85.20B,-,F,A-,A,B,D+
YOU,"Clear Secure, Inc.",Rating: Hold3.10,Rating: Buy3.50,Rating: Hold3.25,3.64B,1.46,C+,A+,A-,B+,D+
AIG,"American International Group, Inc.",Rating: Hold3.10,Rating: Buy3.60,Rating: Buy3.77,48.12B,1.97,B,A,A+,D,D
IREN,Iris Energy Limited,Rating: Hold3.10,Rating: Hold3.33,Rating: Strong Buy4.50,2.35B,-,C,A+,F,A-,F
AWK,"American Water Works Company, Inc.",Rating: Hold3.10,Rating: Hold3.00,Rating: Hold3.13,26.96B,2.17,F,B,D+,C-,A-
NVX,NOVONIX Limited,Rating: Hold3.10,Rating: Hold3.00,Rating: Strong Buy5.00,242.25M,-,B,C-,D+,A-,C
AMPS,"Altus Power, Inc.",Rating: Hold3.10,Rating: Buy4.00,Rating: Buy4.40,697.60M,-,D+,A,C-,C,A-
TTE,TotalEnergies SE,Rating: Hold3.10,Rating: Buy4.25,Rating: Buy3.90,130.35B,5.82,B+,D,A+,D+,F
NVCR,NovoCure Limited,Rating: Hold3.09,Rating: Buy3.50,Rating: Buy3.85,2.13B,-,C+,D+,B,B,B+
FHTX,Foghorn Therapeutics Inc.,Rating: Hold3.09,Rating: Not Covered,Rating: Buy4.42,433.07M,-,D+,C+,F,B+,A-
WHD,"Cactus, Inc.",Rating: Hold3.09,Rating: Hold3.00,Rating: Hold3.44,5.39B,0.72,F,C+,B,A,A-
SLP,"Simulations Plus, Inc.",Rating: Hold3.09,Rating: Not Covered,Rating: Strong Buy4.71,638.54M,-,F,B,A-,C-,A+
SLI,Standard Lithium Ltd.,Rating: Hold3.09,Rating: Strong Buy5.00,Rating: Buy4.40,315.30M,-,A+,B,A-,A-,D-
ADSE,ADS-TEC Energy PLC,Rating: Hold3.09,Rating: Buy4.00,Rating: Hold3.00,713.96M,-,F,C+,F,B+,B+
GNW,"Genworth Financial, Inc.",Rating: Hold3.09,Rating: Strong Buy5.00,Rating: Hold3.00,3.33B,-,C-,D-,D-,C+,C
PPL,PPL Corporation,Rating: Hold3.09,Rating: Hold3.00,Rating: Buy4.17,25.83B,2.89,D-,B+,C+,B+,D+
JAMF,Jamf Holding Corp.,Rating: Hold3.09,Rating: Buy4.00,Rating: Buy4.00,1.89B,-,A+,A+,B-,D,B-
SSBK,"Southern States Bancshares, Inc.",Rating: Hold3.09,Rating: Not Covered,Rating: Strong Buy4.50,369.89M,0.96,D+,C-,C,A-,C
FORA,Forian Inc.,Rating: Hold3.09,Rating: Not Covered,Rating: Buy4.00,65.13M,-,C+,D+,A-,C-,A+
VOYA,"Voya Financial, Inc.",Rating: Hold3.09,Rating: Buy4.00,Rating: Buy3.92,7.98B,2.05,B+,A,B+,C,D+
SFTBY,SoftBank Group Corp.,Rating: Hold3.09,Rating: Not Covered,Rating: Strong Buy5.00,85.87B,-,B+,B+,D,B-,Rating: Not Covered
CBU,"Community Financial System, Inc.",Rating: Hold3.09,Rating: Hold2.50,Rating: Buy3.80,3.66B,2.60,D+,C-,C-,A-,C-
LAC,Lithium Americas Corp.,Rating: Hold3.09,Rating: Strong Buy4.50,Rating: Buy4.00,865.76M,-,B,A+,D+,B-,C
FTLF,"FitLife Brands, Inc.",Rating: Hold3.09,Rating: Buy4.00,Rating: Buy4.00,154.55M,-,C-,C-,D,A-,Rating: Not Covered
VFC,V.F. Corporation,Rating: Hold3.09,Rating: Hold3.25,Rating: Hold3.10,7.93B,1.77,D+,F,D,A-,C
DCBO,Docebo Inc.,Rating: Hold3.09,Rating: Buy4.00,Rating: Buy4.33,1.49B,-,D,A+,B,B-,C+
PSTG,"Pure Storage, Inc.",Rating: Hold3.09,Rating: Buy3.75,Rating: Buy3.90,17.33B,-,D,C+,A-,C+,B-
EQT,EQT Corporation,Rating: Hold3.09,Rating: Buy3.66,Rating: Buy3.86,27.02B,1.39,F,D,B,A-,B-
EQNR,Equinor ASA,Rating: Hold3.09,Rating: Buy3.50,Rating: Buy3.75,66.64B,5.54,A-,C-,A+,D+,B-
KOPN,Kopin Corporation,Rating: Hold3.09,Rating: Not Covered,Rating: Strong Buy4.75,168.62M,-,B+,D+,D+,D+,A+
FG,"F&G Annuities & Life, Inc.",Rating: Hold3.09,Rating: Hold3.00,Rating: Hold3.00,6.12B,1.73,A,A-,A,C-,C-
FLGC,Flora Growth Corp.,Rating: Hold3.09,Rating: Not Covered,Rating: Buy4.00,20.99M,-,A-,C-,F,A+,B
BNTX,BioNTech SE,Rating: Hold3.09,Rating: Buy3.66,Rating: Buy4.31,28.94B,-,D,F,A+,A-,D+
FLGT,"Fulgent Genetics, Inc.",Rating: Hold3.09,Rating: Buy4.00,Rating: Hold3.33,552.70M,-,D,D+,B,C-,A-
GHC,Graham Holdings Company,Rating: Hold3.09,Rating: Not Covered,Rating: Strong Sell1.00,4.06B,0.73,C+,D+,C+,A-,C+
SLM,SLM Corporation,Rating: Hold3.09,Rating: Not Covered,Rating: Strong Buy4.50,5.78B,1.62,C+,C,B-,A-,D+
TRP,TC Energy Corporation,Rating: Hold3.09,Rating: Buy4.00,Rating: Hold3.40,50.27B,5.31,C,D-,D,B+,B-
USAP,"Universal Stainless & Alloy Products, Inc.",Rating: Hold3.08,Rating: Buy4.00,Rating: Hold3.00,413.46M,-,C+,A-,C+,A+,D-
BPMC,Blueprint Medicines Corporation,Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.05,6.04B,-,F,C+,C+,B,B
GSBD,Goldman Sachs BDC,Rating: Hold3.08,Rating: Buy3.50,Rating: Hold2.50,1.53B,13.78,A,F,A,F,B-
TXNM,"TXNM Energy, Inc.",Rating: Hold3.08,Rating: Not Covered,Rating: Buy3.90,4.44B,3.15,D+,D+,D-,A,B
BKU,"BankUnited, Inc.",Rating: Hold3.08,Rating: Buy4.00,Rating: Hold3.45,3.17B,2.69,C,D,C,A-,C-
KB,KB Financial Group Inc.,Rating: Hold3.08,Rating: Buy4.00,Rating: Strong Buy5.00,26.64B,4.00,A-,A,B+,B-,F
GBTG,"Global Business Travel Group, Inc.",Rating: Hold3.08,Rating: Not Covered,Rating: Strong Buy4.66,4.37B,-,D+,A-,B-,A,D-
TGNA,TEGNA Inc.,Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.00,3.00B,2.56,A-,B,B+,A-,F
GECC,Great Elm Capital Corporation,Rating: Hold3.08,Rating: Not Covered,Rating: Hold3.00,107.01M,13.67,A+,D+,A+,D-,C-
AGM,Federal Agricultural Mortgage Corporation,Rating: Hold3.08,Rating: Strong Buy5.00,Rating: Buy4.00,2.25B,2.51,D+,A,B,C,C+
MT,ArcelorMittal S.A.,Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.16,19.21B,2.04,A,D,A,C-,B-
ABEV,Ambev S.A.,Rating: Hold3.08,Rating: Buy3.75,Rating: Buy3.72,33.26B,7.02,A-,D-,A,C-,B
OCDDY,Ocado Group plc,Rating: Hold3.08,Rating: Not Covered,Rating: Strong Buy5.00,3.39B,-,C-,A+,D-,D,A+
CTPZY,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,Rating: Hold3.08,Rating: Not Covered,Rating: Strong Sell1.00,2.95B,-,A,A-,A,C-,Rating: Not Covered
AROC,"Archrock, Inc.",Rating: Hold3.08,Rating: Buy4.00,Rating: Strong Buy4.57,4.37B,2.69,F,A-,C,A,B
SEM,Select Medical Holdings Corporation,Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.00,2.63B,1.32,A,D,A-,D+,A+
SCRYY,SCOR SE,Rating: Hold3.08,Rating: Not Covered,Rating: Buy4.00,4.43B,7.83,A+,A+,C,D-,C
CBOE,"Cboe Global Markets, Inc.",Rating: Hold3.08,Rating: Hold3.00,Rating: Hold3.35,22.80B,1.05,F,B+,B+,D+,C+
CNP,"CenterPoint Energy, Inc.",Rating: Hold3.08,Rating: Hold3.00,Rating: Hold3.33,21.29B,2.48,D,C,C,B,C-
CDXS,"Codexis, Inc.",Rating: Hold3.08,Rating: Not Covered,Rating: Buy4.28,373.52M,-,C+,B-,C+,A,D+
KARO,Karooooo Ltd.,Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.33,1.37B,-,C+,A-,C+,A-,C-
LSAK,"Lesaka Technologies, Inc.",Rating: Hold3.08,Rating: Buy4.33,Rating: Strong Buy5.00,412.59M,-,D+,A+,C+,C+,C
DAWN,"Day One Biopharmaceuticals, Inc.",Rating: Hold3.08,Rating: Not Covered,Rating: Buy4.30,1.38B,-,C,B+,D-,B-,B+
NONOF,Novo Nordisk A/S,Rating: Hold3.08,Rating: Buy3.60,Rating: Hold3.00,465.92B,1.35,D-,C+,A+,C,Rating: Not Covered
NVO,Novo Nordisk A/S,Rating: Hold3.08,Rating: Hold3.40,Rating: Buy3.81,465.92B,1.36,F,A-,A+,C,C
BOSC,B.O.S. Better Online Solutions Ltd.,Rating: Hold3.08,Rating: Not Covered,Rating: Strong Buy5.00,19.07M,-,A,C+,C,B-,C+
SRPT,"Sarepta Therapeutics, Inc.",Rating: Hold3.08,Rating: Buy4.00,Rating: Buy4.39,13.18B,-,D-,B-,B-,B,B
EARN,Ellington Credit Company,Rating: Hold3.08,Rating: Buy4.00,Rating: Hold3.20,197.28M,14.01,A+,D+,C,D,C
IMCR,Immunocore Holdings plc,Rating: Hold3.08,Rating: Strong Buy5.00,Rating: Buy4.20,1.64B,-,D-,A-,A-,D+,A
VKTX,"Viking Therapeutics, Inc.",Rating: Hold3.07,Rating: Buy4.16,Rating: Strong Buy4.64,6.07B,-,B-,A,D+,A,C+
VUZI,Vuzix Corporation,Rating: Hold3.07,Rating: Not Covered,Rating: Strong Buy5.00,156.80M,-,B,D+,F,A,C+
ICL,ICL Group Ltd,Rating: Hold3.07,Rating: Buy4.00,Rating: Hold2.80,5.88B,4.27,A-,F,B+,C-,A-
MAR,"Marriott International, Inc.",Rating: Hold3.07,Rating: Hold3.00,Rating: Hold3.42,79.37B,0.84,F,B-,A+,B+,D+
OTEX,Open Text Corporation,Rating: Hold3.07,Rating: Hold3.00,Rating: Buy3.75,8.01B,3.31,A-,D,B+,D+,B
REPX,"Riley Exploration Permian, Inc.",Rating: Hold3.07,Rating: Hold3.00,Rating: Strong Buy4.66,752.12M,4.17,B+,C+,A-,A,C-
MRT,"Marti Technologies, Inc.",Rating: Hold3.07,Rating: Not Covered,Rating: Strong Buy5.00,148.26M,-,C+,B+,F,A+,D-
BLCO,Bausch + Lomb Corporation,Rating: Hold3.07,Rating: Buy4.00,Rating: Buy3.80,7.03B,-,F,D-,B+,A-,C
CINT,CI&T Inc.,Rating: Hold3.07,Rating: Buy4.00,Rating: Buy3.80,907.03M,-,D+,B+,B-,B+,C+
BSBR,Banco Santander (Brasil) S.A.,Rating: Hold3.07,Rating: Buy3.50,Rating: Buy3.83,16.19B,6.87,A+,A,D-,F,B-
ASML,ASML Holding N.V.,Rating: Hold3.07,Rating: Buy3.78,Rating: Buy4.28,260.65B,1.00,D-,B+,A+,D-,B-
LIN,Linde plc,Rating: Hold3.07,Rating: Hold3.33,Rating: Buy4.03,217.66B,1.47,F,C+,A+,C+,C-
SBUX,Starbucks Corporation,Rating: Hold3.07,Rating: Hold2.80,Rating: Buy3.62,115.09B,2.29,F,D+,A+,B-,D+
VOXR,Vox Royalty Corp.,Rating: Hold3.07,Rating: Hold3.00,Rating: Buy4.40,134.56M,1.79,D-,A-,A,B,B+
DSGX,The Descartes Systems Group Inc.,Rating: Hold3.07,Rating: Buy4.33,Rating: Buy4.00,9.94B,-,D,C-,A,B,C-
PFLT,PennantPark Floating Rate Capital,Rating: Hold3.07,Rating: Buy3.50,Rating: Buy3.57,812.77M,11.11,A,C-,A,D-,C+
RYAN,"Ryan Specialty Holdings, Inc.",Rating: Hold3.07,Rating: Not Covered,Rating: Buy3.61,19.66B,0.59,F,A-,B,A-,C-
STAA,STAAR Surgical Company,Rating: Hold3.07,Rating: Buy3.50,Rating: Buy3.92,1.39B,-,F,B+,A-,C-,B+
GB,Global Blue Group Holding AG,Rating: Hold3.07,Rating: Buy4.00,Rating: Strong Buy5.00,1.46B,-,D-,D,B,C+,Rating: Not Covered
ACEL,"Accel Entertainment, Inc.",Rating: Hold3.07,Rating: Not Covered,Rating: Strong Buy5.00,955.18M,-,B-,F,C+,B,B
CNH,CNH Industrial N.V.,Rating: Hold3.07,Rating: Buy3.50,Rating: Buy3.80,15.66B,3.75,A-,D-,C,B-,D-
CNQ,Canadian Natural Resources Limited,Rating: Hold3.07,Rating: Buy4.00,Rating: Buy3.91,70.76B,4.55,C,D+,A+,C-,B+
DCGO,DocGo Inc.,Rating: Hold3.07,Rating: Not Covered,Rating: Strong Buy4.85,446.98M,-,D+,F,A-,A-,B-
PATH,UiPath Inc.,Rating: Hold3.07,Rating: Buy3.75,Rating: Hold3.26,7.75B,-,C+,A-,A-,D,B
BCSF,"Bain Capital Specialty Finance, Inc.",Rating: Hold3.07,Rating: Buy4.20,Rating: Buy3.66,1.09B,9.92,A,F,A,D,C
KRYS,"Krystal Biotech, Inc.",Rating: Hold3.07,Rating: Strong Buy5.00,Rating: Strong Buy4.63,5.66B,-,F,B-,A,A-,B-
ATHM,Autohome Inc.,Rating: Hold3.07,Rating: Hold3.00,Rating: Buy3.50,3.27B,6.36,A+,D,A-,C+,C+
