Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
IPOOF,InPlay Oil Corp.,Rating: Sell2.14,Rating: Strong Buy5.00,Rating: Strong Buy5.00,114.38M,10.39,A-,A+,D+,D,D+
AOS,A. O. Smith Corporation,Rating: Sell2.14,Rating: Hold3.00,Rating: Hold3.21,10.74B,1.75,C-,C-,B+,D,D
SIRI,Sirius XM Holdings Inc.,Rating: Sell2.13,Rating: Buy4.14,Rating: Hold3.06,9.03B,4.01,A,B,C+,D,D+
MBIN,Merchants Bancorp,Rating: Sell2.13,Rating: Buy4.00,Rating: Buy3.66,1.89B,0.85,C+,C+,B-,D,D-
TKR,The Timken Company,Rating: Sell2.13,Rating: Buy4.00,Rating: Buy3.58,5.39B,1.76,C,D,C+,D+,D+
WSC,WillScot Holdings Corporation,Rating: Sell2.13,Rating: Hold3.00,Rating: Buy3.88,7.06B,-,D+,D+,A-,D+,D+
ADV,Advantage Solutions Inc.,Rating: Sell2.12,Rating: Not Covered,Rating: Buy3.66,1.13B,-,B-,D,C-,C+,C-
OBE,Obsidian Energy Ltd.,Rating: Sell2.12,Rating: Strong Buy5.00,Rating: Buy4.00,422.82M,-,A+,D+,D,D,D+
HMST,"HomeStreet, Inc.",Rating: Sell2.12,Rating: Not Covered,Rating: Buy3.50,216.11M,-,B,F,D-,D,D+
FCN,"FTI Consulting, Inc.",Rating: Sell2.12,Rating: Not Covered,Rating: Buy4.33,7.20B,-,C+,C,B+,D+,D
GEL,"Genesis Energy, L.P. Class A Common Units",Rating: Sell2.11,Rating: Hold3.00,Rating: Buy4.00,1.45B,5.21,B-,C-,D-,C,D+
HESAY,Hermès International Société en commandite par actions,Rating: Sell2.11,Rating: Buy3.60,Rating: Strong Buy5.00,225.73B,-,F,F,A+,C-,D+
TBLA,Taboola.com Ltd.,Rating: Sell2.11,Rating: Strong Buy4.50,Rating: Buy4.42,1.19B,-,C+,B,C,C-,D+
TITN,Titan Machinery Inc.,Rating: Sell2.10,Rating: Not Covered,Rating: Hold3.40,357.60M,-,A-,A,D,D,C+
PLUS,ePlus inc.,Rating: Sell2.10,Rating: Not Covered,Rating: Buy4.00,2.14B,-,B-,D-,B,C,D-
CNM,"Core & Main, Inc.",Rating: Sell2.10,Rating: Hold3.00,Rating: Buy4.00,9.48B,-,C,D-,B,D+,C-
LKQ,LKQ Corporation,Rating: Sell2.10,Rating: Hold3.00,Rating: Buy4.20,10.17B,3.07,B-,D+,B,D+,D-
WNS,WNS (Holdings) Limited,Rating: Sell2.09,Rating: Hold3.00,Rating: Buy4.27,2.32B,-,C+,D,B,D+,C-
IFNNY,Infineon Technologies AG,Rating: Sell2.09,Rating: Strong Buy4.50,Rating: Strong Buy4.50,41.25B,1.19,D+,A,B,D,D
GTN,"Gray Television, Inc.",Rating: Sell2.09,Rating: Hold3.00,Rating: Buy3.50,430.39M,7.42,A+,D,B-,D-,C-
EU,enCore Energy Corp.,Rating: Sell2.09,Rating: Not Covered,Rating: Strong Buy4.83,687.13M,-,D,A+,F,C,C
GPRE,Green Plains Inc.,Rating: Sell2.08,Rating: Not Covered,Rating: Buy4.22,699.53M,-,C,B-,D+,F,A
RES,"RPC, Inc.",Rating: Sell2.08,Rating: Strong Buy5.00,Rating: Hold2.80,1.36B,2.49,C,F,C,C,D
CMCO,Columbus McKinnon Corporation,Rating: Sell2.08,Rating: Not Covered,Rating: Strong Buy4.60,1.12B,0.72,D,C+,D+,C-,D-
WLK,Westlake Corporation,Rating: Sell2.08,Rating: Not Covered,Rating: Buy3.50,16.55B,1.59,D,D,B-,D+,C-
ST,Sensata Technologies Holding plc,Rating: Sell2.07,Rating: Hold3.00,Rating: Buy3.72,4.80B,1.49,C+,D,C+,D,D
JRONY,"Jerónimo Martins, SGPS, S.A.",Rating: Sell2.07,Rating: Not Covered,Rating: Strong Buy5.00,12.17B,3.67,B+,D,B,C-,D-
CHRD,Chord Energy Corporation,Rating: Sell2.07,Rating: Buy4.00,Rating: Buy4.40,7.73B,6.45,B,F,A-,D,F
QTRHF,Quarterhill Inc.,Rating: Sell2.06,Rating: Not Covered,Rating: Buy4.33,144.36M,-,A-,D,D+,C-,D-
MCHP,Microchip Technology Incorporated,Rating: Sell2.06,Rating: Hold3.00,Rating: Buy4.24,36.45B,2.67,D,F,A,D,D+
NX,Quanex Building Products Corporation,Rating: Sell2.06,Rating: Not Covered,Rating: Strong Buy5.00,1.35B,1.11,C+,D,C,C-,D
CLNXF,"Cellnex Telecom, S.A.",Rating: Sell2.06,Rating: Buy4.00,Rating: Strong Buy5.00,24.90B,0.19,D+,D,D,C,F
ELP,Companhia Paranaense de Energia - COPEL,Rating: Sell2.05,Rating: Buy4.00,Rating: Strong Buy4.66,4.71B,-,D+,A+,B,D-,D-
TNK,Teekay Tankers Ltd.,Rating: Sell2.05,Rating: Hold3.00,Rating: Buy4.42,1.41B,2.44,A,B,B,D-,C+
IPGP,IPG Photonics Corporation,Rating: Sell2.05,Rating: Hold3.00,Rating: Hold3.30,3.34B,-,C+,F,B+,C-,D-
BF.B,Brown-Forman Corporation,Rating: Sell2.05,Rating: Buy3.50,Rating: Hold3.16,19.61B,2.09,F,D+,B+,D+,C-
ECX,ECARX Holdings Inc.,Rating: Sell2.04,Rating: Not Covered,Rating: Strong Buy5.00,638.22M,-,B,B+,D-,B-,F
LPRO,Open Lending Corporation,Rating: Sell2.04,Rating: Not Covered,Rating: Buy3.80,763.84M,-,F,C,B+,D-,D-
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Rating: Sell2.04,Rating: Buy4.00,Rating: Strong Buy5.00,16.85B,6.52,A-,D+,A,D,D-
EVLV,"Evolv Technologies Holdings, Inc.",Rating: Sell2.04,Rating: Strong Buy5.00,Rating: Buy3.66,616.81M,-,B+,D,F,C-,C+
NABZY,National Australia Bank Limited,Rating: Sell2.03,Rating: Not Covered,Rating: Hold3.00,78.05B,4.32,B+,D+,F,D+,D
BBCP,"Concrete Pumping Holdings, Inc.",Rating: Sell2.03,Rating: Strong Buy5.00,Rating: Buy3.50,375.27M,-,A-,D-,C+,D+,D-
NVEE,"NV5 Global, Inc.",Rating: Sell2.03,Rating: Hold3.00,Rating: Buy4.12,1.40B,-,D+,C,C+,D+,D-
VSTS,Vestis Corporation,Rating: Sell2.03,Rating: Hold3.00,Rating: Buy3.50,2.13B,0.87,C+,D+,B,B-,C-
DNUT,"Krispy Kreme, Inc.",Rating: Sell2.02,Rating: Buy4.00,Rating: Buy3.91,1.87B,1.27,D-,A,D,C,D
PENG,"Penguin Solutions, Inc.",Rating: Sell2.02,Rating: Sell2.00,Rating: Buy4.33,958.68M,-,B-,D-,C,D+,C-
DNNGY,Ørsted A/S,Rating: Sell2.02,Rating: Buy4.00,Rating: Strong Buy5.00,23.22B,-,C,D-,C-,D,F
LW,"Lamb Weston Holdings, Inc.",Rating: Sell2.01,Rating: Strong Buy4.50,Rating: Buy3.75,10.94B,1.88,D-,C-,C-,C,D
IGT,International Game Technology PLC,Rating: Sell2.01,Rating: Hold3.00,Rating: Buy4.00,3.90B,4.14,A-,A,F,D+,D+
BWMN,Bowman Consulting Group Ltd.,Rating: Sell2.01,Rating: Not Covered,Rating: Strong Buy4.83,474.53M,-,C,A+,C-,D+,C
ATLKY,Atlas Copco AB (publ),Rating: Sell2.01,Rating: Buy3.50,Rating: Strong Buy5.00,74.11B,1.65,D,D+,A+,D,D-
SRBEF,VusionGroup S.A.,Rating: Sell2.00,Rating: Hold3.00,Rating: Strong Buy5.00,2.40B,0.23,D+,B+,A-,C-,D
RMNI,"Rimini Street, Inc.",Rating: Sell2.00,Rating: Buy4.00,Rating: Hold3.25,203.48M,-,A+,C+,B+,D+,D
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Rating: Sell2.00,Rating: Buy4.00,Rating: Hold3.33,7.84B,-,B,F,A,D,D
FFWM,First Foundation Inc.,Rating: Sell2.00,Rating: Not Covered,Rating: Hold3.40,665.35M,-,F,F,D-,C+,F
CLLNY,"Cellnex Telecom, S.A.",Rating: Sell1.99,Rating: Buy4.00,Rating: Strong Buy5.00,24.90B,0.15,D+,D,D,C-,D
MTRN,Materion Corporation,Rating: Sell1.99,Rating: Not Covered,Rating: Strong Buy4.50,2.40B,0.46,D-,B+,C,C-,D-
BHST,BioHarvest Sciences Inc.,Rating: Sell1.99,Rating: Not Covered,Rating: Not Covered,107.49M,-,C+,A-,F,B+,B
RICK,"RCI Hospitality Holdings, Inc.",Rating: Sell1.99,Rating: Hold3.00,Rating: Buy4.00,466.02M,0.48,D-,D,C-,C+,D-
DTI,Drilling Tools International Corporation,Rating: Sell1.98,Rating: Buy4.00,Rating: Buy4.00,121.81M,-,C+,C+,D,D+,B+
MYPS,"PLAYSTUDIOS, Inc.",Rating: Sell1.98,Rating: Hold3.00,Rating: Buy4.00,230.67M,-,A-,B+,C,C-,D+
BRY,Berry Corporation,Rating: Sell1.98,Rating: Buy4.00,Rating: Buy3.60,302.37M,11.20,A+,F,C+,F,A-
AMRK,"A-Mark Precious Metals, Inc.",Rating: Sell1.98,Rating: Buy4.00,Rating: Buy3.80,706.65M,2.62,A-,D,D+,C-,D+
DKILY,"Daikin Industries,Ltd.",Rating: Sell1.97,Rating: Hold3.00,Rating: Strong Buy5.00,35.05B,-,C,B,B,D,D+
CASS,"Cass Information Systems, Inc.",Rating: Sell1.97,Rating: Hold3.00,Rating: Buy4.00,605.19M,2.69,C-,C+,F,D,F
AQN,Algonquin Power & Utilities Corp.,Rating: Sell1.97,Rating: Buy3.50,Rating: Hold3.10,3.75B,8.00,A,F,D-,F,D-
MQ,"Marqeta, Inc.",Rating: Sell1.96,Rating: Hold3.00,Rating: Buy3.77,1.95B,-,D-,B,C,F,C
ETWO,"E2open Parent Holdings, Inc.",Rating: Sell1.96,Rating: Buy4.00,Rating: Hold2.83,1.04B,-,B,D+,B-,D-,C
MRTN,"Marten Transport, Ltd.",Rating: Sell1.96,Rating: Not Covered,Rating: Buy3.66,1.41B,1.39,C-,F,D,D+,F
BGS,"B&G Foods, Inc.",Rating: Sell1.96,Rating: Hold3.00,Rating: Sell2.42,528.81M,11.38,A+,D-,C,D-,C-
ATS,ATS Corporation,Rating: Sell1.95,Rating: Hold3.00,Rating: Buy3.75,3.04B,-,C,C-,D+,D+,F
ENTG,"Entegris, Inc.",Rating: Sell1.95,Rating: Hold3.00,Rating: Buy4.46,15.85B,0.38,F,D+,A,D,D-
PKX,POSCO Holdings Inc.,Rating: Sell1.95,Rating: Buy4.00,Rating: Strong Buy5.00,16.10B,3.39,A,B-,A,D-,D
VCSA,"Vacasa, Inc.",Rating: Sell1.95,Rating: Not Covered,Rating: Hold3.14,83.76M,-,A+,B,D-,D-,B-
SSRM,SSR Mining Inc.,Rating: Sell1.94,Rating: Hold3.00,Rating: Hold3.22,1.17B,-,B+,F,D+,C+,D+
HOFT,Hooker Furnishings Corporation,Rating: Sell1.94,Rating: Hold3.00,Rating: Not Covered,196.21M,4.94,C,D+,C-,C+,F
VIVHY,Vivendi SE,Rating: Sell1.94,Rating: Not Covered,Rating: Strong Buy5.00,9.41B,2.91,C,D+,B,D+,D-
CSTE,Caesarstone Ltd.,Rating: Sell1.94,Rating: Not Covered,Rating: Strong Buy5.00,146.44M,-,A+,B-,D,D,F
LRLCY,L'Oréal S.A.,Rating: Sell1.93,Rating: Hold3.00,Rating: Strong Buy5.00,188.13B,2.01,F,D,A+,D-,D
LZM,Lifezone Metals Limited,Rating: Sell1.93,Rating: Not Covered,Rating: Strong Buy4.50,561.25M,-,C,D+,F,C+,C+
ALTG,Alta Equipment Group Inc.,Rating: Sell1.93,Rating: Strong Buy5.00,Rating: Buy4.00,257.40M,2.95,A,B,D,D+,D-
MITK,"Mitek Systems, Inc.",Rating: Sell1.93,Rating: Not Covered,Rating: Buy4.33,429.70M,-,C-,D-,D+,D,C-
TEN,Tsakos Energy Navigation Limited,Rating: Sell1.92,Rating: Buy3.50,Rating: Buy4.00,549.98M,4.83,A+,A-,F,D-,C
CSIQ,Canadian Solar Inc.,Rating: Sell1.92,Rating: Buy3.80,Rating: Buy3.60,844.24M,-,A+,C-,D+,D-,D+
RUN,Sunrun Inc.,Rating: Sell1.92,Rating: Sell2.00,Rating: Buy3.96,2.59B,-,B,B-,F,D-,C
FFNW,"First Financial Northwest, Inc.",Rating: Sell1.91,Rating: Not Covered,Rating: Buy3.66,209.35M,-,F,F,D-,C-,D+
MTUS,Metallus Inc.,Rating: Sell1.91,Rating: Not Covered,Rating: Hold3.00,693.93M,-,B+,D+,C+,D,C+
HEINY,Heineken N.V.,Rating: Sell1.91,Rating: Buy4.00,Rating: Strong Buy4.50,41.50B,2.53,B,D,A,D,D+
LSCC,Lattice Semiconductor Corporation,Rating: Sell1.91,Rating: Sell2.00,Rating: Buy4.46,7.77B,-,D,F,A-,C-,D+
HFFG,HF Foods Group Inc.,Rating: Sell1.90,Rating: Not Covered,Rating: Not Covered,190.38M,-,A-,C+,D+,C+,D
CNF,CNFinance Holdings Limited,Rating: Sell1.90,Rating: Not Covered,Rating: Strong Buy5.00,64.95M,-,A+,B+,D+,F,D
UMICY,Umicore SA,Rating: Sell1.90,Rating: Buy4.00,Rating: Hold2.50,2.55B,8.35,A+,F,C,F,B
SPNS,Sapiens International Corporation N.V.,Rating: Sell1.90,Rating: Buy4.00,Rating: Hold3.20,1.52B,2.10,C,D,B-,D,C-
INTR,"Inter & Co, Inc.",Rating: Sell1.89,Rating: Buy4.00,Rating: Buy4.00,2.32B,0.57,B-,A-,C+,F,F
TYIDY,Toyota Industries Corporation,Rating: Sell1.89,Rating: Not Covered,Rating: Hold3.00,22.71B,-,B-,C-,B-,D,D+
RUM,Rumble Inc.,Rating: Sell1.89,Rating: Sell2.00,Rating: Hold3.00,2.02B,-,C,C-,F,B,D
SCWO,374Water Inc.,Rating: Sell1.89,Rating: Not Covered,Rating: Buy4.00,143.67M,-,B-,D-,D-,D,B-
GHI,Greystone Housing Impact Investors LP,Rating: Sell1.88,Rating: Buy4.00,Rating: Strong Buy4.50,275.29M,12.48,A,D-,D-,F,D
SDVKY,Sandvik AB (publ),Rating: Sell1.88,Rating: Hold3.00,Rating: Hold2.50,23.03B,2.78,C+,C-,A-,D,D-
HI,"Hillenbrand, Inc.",Rating: Sell1.88,Rating: Hold3.00,Rating: Buy4.40,2.38B,2.63,B+,C-,C-,D,C
SCVL,"Shoe Carnival, Inc.",Rating: Sell1.87,Rating: Hold3.00,Rating: Buy4.33,913.31M,1.56,B,D,C,C,D
DENN,Denny's Corporation,Rating: Sell1.87,Rating: Hold3.00,Rating: Buy4.12,326.45M,-,C,D+,C-,D+,C-
CLF,Cleveland-Cliffs Inc.,Rating: Sell1.87,Rating: Hold2.66,Rating: Hold3.27,6.00B,-,A-,D-,B-,D-,D-
SLAB,Silicon Laboratories Inc.,Rating: Sell1.87,Rating: Buy3.50,Rating: Buy3.60,3.53B,-,B,F,C,D+,D-
USNA,"USANA Health Sciences, Inc.",Rating: Sell1.86,Rating: Not Covered,Rating: Hold3.00,746.37M,-,A-,D+,C+,D+,D
ARKAY,Arkema S.A.,Rating: Sell1.86,Rating: Not Covered,Rating: Strong Buy5.00,5.90B,4.85,A,C,B,D-,D+
TBNK,Territorial Bancorp Inc.,Rating: Sell1.86,Rating: Not Covered,Rating: Hold3.00,94.11M,0.73,D-,F,D-,C+,D+
ALVOF,Alvopetro Energy Ltd.,Rating: Sell1.86,Rating: Not Covered,Rating: Strong Buy5.00,112.80M,13.23,B+,C+,B,D-,B
VAL,Valaris Limited,Rating: Sell1.85,Rating: Buy4.00,Rating: Buy4.27,3.24B,-,B,A-,D,D-,B-
HE,"Hawaiian Electric Industries, Inc.",Rating: Sell1.85,Rating: Buy3.50,Rating: Hold3.00,1.82B,-,A-,F,F,D-,D+
DDD,3D Systems Corporation,Rating: Sell1.85,Rating: Hold3.00,Rating: Buy3.66,400.08M,-,B+,A,D-,C-,D-
TRMD,TORM plc,Rating: Sell1.85,Rating: Buy4.00,Rating: Strong Buy5.00,2.04B,27.79,A+,D,B+,F,D+
ROG,Rogers Corporation,Rating: Sell1.84,Rating: Buy4.00,Rating: Strong Buy4.50,1.92B,-,C-,D+,C+,D+,D-
FIVE,"Five Below, Inc.",Rating: Sell1.84,Rating: Hold2.75,Rating: Buy3.52,5.12B,-,C+,C,C-,D-,C+
MTW,"The Manitowoc Company, Inc.",Rating: Sell1.84,Rating: Hold3.00,Rating: Hold3.00,373.40M,-,A,D,D,D,D
COHU,"Cohu, Inc.",Rating: Sell1.84,Rating: Hold3.00,Rating: Buy4.14,1.21B,-,D+,D,C,D,D+
BDRFY,Beiersdorf Aktiengesellschaft,Rating: Sell1.83,Rating: Not Covered,Rating: Strong Buy5.00,29.35B,0.82,F,B-,B-,D+,F
SYNA,Synaptics Incorporated,Rating: Sell1.83,Rating: Buy3.50,Rating: Buy4.00,3.07B,-,C,D,B-,D+,F
STM,STMicroelectronics N.V.,Rating: Sell1.83,Rating: Buy3.66,Rating: Strong Buy4.53,22.65B,1.18,B+,D-,A-,D-,C-
KOS,Kosmos Energy Ltd.,Rating: Sell1.82,Rating: Strong Buy5.00,Rating: Buy4.30,1.84B,-,B-,C,C,D-,B-
CURV,Torrid Holdings Inc.,Rating: Sell1.82,Rating: Hold3.00,Rating: Hold2.60,422.91M,-,B,C,C+,D-,B-
OLN,Olin Corporation,Rating: Sell1.82,Rating: Buy3.66,Rating: Hold3.41,4.98B,1.87,C-,F,B,D,D+
DIOD,Diodes Incorporated,Rating: Sell1.82,Rating: Not Covered,Rating: Buy3.50,2.98B,-,D+,F,C-,C-,D
SOL,Emeren Group Ltd,Rating: Sell1.81,Rating: Hold3.00,Rating: Buy4.33,99.43M,-,B,A,D,D+,D
FIGS,"FIGS, Inc.",Rating: Sell1.81,Rating: Buy3.50,Rating: Hold3.09,872.82M,-,D+,F,B-,D+,D+
HLLY,Holley Inc.,Rating: Sell1.81,Rating: Hold3.00,Rating: Buy4.44,341.87M,-,B+,A+,B-,D,D+
SXYAY,Sika AG,Rating: Sell1.81,Rating: Buy4.00,Rating: Buy3.50,41.22B,1.33,F,C,A-,D,D-
FLWS,"1-800-FLOWERS.COM, Inc.",Rating: Sell1.80,Rating: Not Covered,Rating: Buy4.33,529.32M,-,C+,C+,D+,D+,F
AIN,Albany International Corp.,Rating: Sell1.80,Rating: Not Covered,Rating: Buy4.00,2.58B,1.26,D,F,B-,D+,F
DAN,Dana Incorporated,Rating: Sell1.80,Rating: Buy4.00,Rating: Hold2.87,1.47B,3.95,A,B,C,D,D-
ASC,Ardmore Shipping Corporation,Rating: Sell1.80,Rating: Buy3.75,Rating: Buy4.20,478.93M,9.30,A,D-,A-,F,B
QMCI,"QuoteMedia, Inc.",Rating: Sell1.79,Rating: Not Covered,Rating: Strong Buy5.00,14.53M,-,B+,B-,D-,F,D
OXM,"Oxford Industries, Inc.",Rating: Sell1.79,Rating: Hold3.00,Rating: Hold3.00,1.30B,3.21,B,C,C+,D+,F
CLFD,"Clearfield, Inc.",Rating: Sell1.79,Rating: Hold3.00,Rating: Strong Buy4.50,428.37M,-,C+,D,C+,D+,D-
HIMX,"Himax Technologies, Inc.",Rating: Sell1.79,Rating: Buy4.00,Rating: Buy4.00,898.08M,5.64,A+,F,B-,D+,F
NSSC,"Napco Security Technologies, Inc.",Rating: Sell1.78,Rating: Buy4.00,Rating: Strong Buy4.50,1.43B,1.04,C,B,A-,D+,D
NEP,"NextEra Energy Partners, LP Common Units",Rating: Sell1.78,Rating: Hold3.44,Rating: Hold2.94,1.63B,20.58,A+,F,B+,F,D-
AMR,"Alpha Metallurgical Resources, Inc.",Rating: Sell1.78,Rating: Buy4.20,Rating: Buy4.00,3.26B,-,A,D,A-,D+,C-
UGP,Ultrapar Participações S.A.,Rating: Sell1.77,Rating: Not Covered,Rating: Hold3.00,3.32B,4.10,B,C,C-,D-,B
PBF,PBF Energy Inc.,Rating: Sell1.77,Rating: Buy3.50,Rating: Hold2.86,3.64B,3.27,B-,F,D+,D,D+
THRM,Gentherm Incorporated,Rating: Sell1.77,Rating: Not Covered,Rating: Buy3.83,1.30B,-,C+,B,C+,D+,D+
SKLZ,Skillz Inc.,Rating: Sell1.77,Rating: Not Covered,Rating: Buy4.00,102.39M,-,D-,C,F,D+,C
AAP,"Advance Auto Parts, Inc.",Rating: Sell1.76,Rating: Hold3.20,Rating: Hold3.03,2.64B,2.25,B-,D-,D+,D,D-
GSM,Ferroglobe PLC,Rating: Sell1.76,Rating: Not Covered,Rating: Strong Buy5.00,821.06M,0.89,B+,D-,B-,D+,D+
NJDCY,Nidec Corporation,Rating: Sell1.76,Rating: Buy4.00,Rating: Strong Buy5.00,21.35B,1.42,A-,A+,D+,D,D+
CBDBY,Companhia Brasileira De Distribuicao,Rating: Sell1.76,Rating: Not Covered,Rating: Hold3.00,226.24M,-,A+,B-,D+,D,F
MNSB,"MainStreet Bancshares, Inc.",Rating: Sell1.75,Rating: Not Covered,Rating: Strong Buy5.00,135.68M,2.17,C-,F,D,D,D-
DK,"Delek US Holdings, Inc.",Rating: Sell1.75,Rating: Sell2.00,Rating: Hold2.57,1.21B,5.25,B-,D+,D,D,D-
PII,Polaris Inc.,Rating: Sell1.75,Rating: Buy4.00,Rating: Buy3.55,3.81B,3.85,B+,F,B-,D,F
AMCX,AMC Networks Inc.,Rating: Sell1.75,Rating: Buy3.66,Rating: Hold2.50,417.82M,-,A+,F,A,D-,D-
KWR,Quaker Chemical Corporation,Rating: Sell1.74,Rating: Not Covered,Rating: Buy4.16,2.77B,1.19,D-,C,B,D+,D
WAST,Waste Energy Corp.,Rating: Sell1.74,Rating: Not Covered,Rating: Hold3.00,1.84M,-,C,Rating: Not Covered,F,B+,Rating: Not Covered
AMBC,"Ambac Financial Group, Inc.",Rating: Sell1.74,Rating: Not Covered,Rating: Strong Buy4.50,602.53M,-,C+,Rating: Not Covered,A-,F,D-
GOEV,Canoo Inc.,Rating: Sell1.74,Rating: Sell2.00,Rating: Strong Buy4.50,35.53M,-,C+,B+,B,F,A+
SD,"SandRidge Energy, Inc.",Rating: Sell1.73,Rating: Buy4.00,Rating: Strong Buy5.00,431.80M,3.79,C+,C,F,D+,D-
SY,So-Young International Inc.,Rating: Sell1.73,Rating: Hold3.00,Rating: Strong Buy4.50,84.35M,-,C,A+,D+,D,C
GOOS,Canada Goose Holdings Inc.,Rating: Sell1.73,Rating: Hold3.00,Rating: Hold2.58,917.34M,-,B,C-,B+,D-,D+
POWI,"Power Integrations, Inc.",Rating: Sell1.72,Rating: Buy4.00,Rating: Strong Buy4.60,3.68B,1.24,F,D-,B-,D+,D
ALTO,"Alto Ingredients, Inc.",Rating: Sell1.72,Rating: Hold3.00,Rating: Strong Buy4.50,113.44M,-,A,B,D+,D,D+
AAVVF,Advantage Energy Ltd.,Rating: Sell1.72,Rating: Strong Buy5.00,Rating: Buy4.09,1.06B,-,D+,B,F,D+,C-
AMKR,"Amkor Technology, Inc.",Rating: Sell1.72,Rating: Hold3.33,Rating: Buy4.11,6.42B,1.21,B+,D,B-,D,D
QRHC,Quest Resource Holding Corporation,Rating: Sell1.71,Rating: Hold3.00,Rating: Strong Buy4.66,147.82M,-,B,A-,D,D,D-
CXM,"Sprinklr, Inc.",Rating: Sell1.71,Rating: Buy3.66,Rating: Hold3.23,2.08B,-,B-,A+,B-,D-,F
ADNT,Adient plc,Rating: Sell1.71,Rating: Hold3.33,Rating: Hold3.36,1.63B,-,A,C-,C,D-,D
PLUG,Plug Power Inc.,Rating: Sell1.71,Rating: Hold3.12,Rating: Hold3.22,1.94B,-,B,F,F,D-,C+
TLPFY,Teleperformance SE,Rating: Sell1.70,Rating: Strong Buy4.50,Rating: Strong Buy5.00,5.47B,4.56,A+,B-,A-,D-,D
DRPRY,Dr. Ing. h.c. F. Porsche AG,Rating: Sell1.70,Rating: Buy3.50,Rating: Hold3.00,56.67B,3.24,B-,D-,A+,D-,F
MKFG,Markforged Holding Corporation,Rating: Sell1.70,Rating: Hold3.00,Rating: Hold3.00,81.86M,-,A-,C-,D-,C+,F
FNWB,First Northwest Bancorp,Rating: Sell1.70,Rating: Not Covered,Rating: Hold3.00,98.34M,2.48,D+,D-,D-,D-,D-
RTO,Rentokil Initial plc,Rating: Sell1.69,Rating: Buy3.66,Rating: Buy4.25,12.69B,2.26,D,F,B-,D,D-
TNC,Tennant Company,Rating: Sell1.69,Rating: Buy4.00,Rating: Strong Buy4.50,1.67B,1.27,C-,D+,B-,D,D+
AEHR,"Aehr Test Systems, Inc.",Rating: Sell1.69,Rating: Buy3.75,Rating: Buy4.00,347.57M,-,C-,C+,C-,D,C
NTIC,Northern Technologies International Corporation,Rating: Sell1.68,Rating: Not Covered,Rating: Strong Buy5.00,128.23M,2.07,D+,B-,C,C-,D
NSIT,"Insight Enterprises, Inc.",Rating: Sell1.68,Rating: Not Covered,Rating: Buy3.50,4.96B,-,B+,D,B-,D,D
SSTI,"SoundThinking, Inc.",Rating: Sell1.68,Rating: Buy4.00,Rating: Buy4.00,169.19M,-,B+,A-,B-,D,D+
DM,"Desktop Metal, Inc.",Rating: Sell1.68,Rating: Hold3.00,Rating: Hold3.00,138.03M,-,B+,C-,D,D-,B-
FTCI,"FTC Solar, Inc.",Rating: Sell1.67,Rating: Not Covered,Rating: Buy3.83,41.82M,-,A-,D+,D-,C-,C-
DHX,"DHI Group, Inc.",Rating: Sell1.67,Rating: Not Covered,Rating: Strong Buy4.66,80.53M,-,B+,C+,C,D,D
JACK,Jack in the Box Inc.,Rating: Sell1.67,Rating: Buy4.00,Rating: Buy3.54,882.59M,3.76,C,D-,D-,D,F
TRNS,"Transcat, Inc.",Rating: Sell1.67,Rating: Sell2.00,Rating: Buy3.75,966.29M,-,F,B+,C-,D,C-
CDW,CDW Corporation,Rating: Sell1.66,Rating: Buy3.50,Rating: Buy4.07,23.55B,1.41,D,F,B+,D-,F
METC,"Ramaco Resources, Inc.",Rating: Sell1.66,Rating: Not Covered,Rating: Strong Buy5.00,646.52M,4.21,A-,C-,C+,D+,D+
IIIN,"Insteel Industries, Inc.",Rating: Sell1.66,Rating: Hold3.00,Rating: Hold3.00,589.60M,0.40,C,F,C-,D,D+
WMS,"Advanced Drainage Systems, Inc.",Rating: Sell1.66,Rating: Hold3.00,Rating: Buy4.37,10.33B,0.45,D+,B-,B+,D,D+
CHGG,"Chegg, Inc.",Rating: Sell1.65,Rating: Buy3.66,Rating: Hold2.72,239.91M,-,A+,B,D-,F,D-
DLTR,"Dollar Tree, Inc.",Rating: Sell1.65,Rating: Buy3.66,Rating: Hold3.48,15.37B,-,A-,D+,B-,F,F
LAAC,Lithium Americas (Argentina) Corp.,Rating: Sell1.65,Rating: Strong Buy5.00,Rating: Buy4.25,535.70M,-,B,F,A+,D+,C+
SIMO,Silicon Motion Technology Corporation,Rating: Sell1.65,Rating: Buy3.50,Rating: Buy4.22,1.77B,3.81,B-,F,C+,D-,D+
ELTK,Eltek Ltd.,Rating: Sell1.64,Rating: Not Covered,Rating: Not Covered,73.90M,2.00,A-,B+,D+,D+,D+
NOVA,Sunnova Energy International Inc.,Rating: Sell1.64,Rating: Hold3.00,Rating: Buy4.16,675.99M,-,B,A+,F,F,D
DLHC,DLH Holdings Corp.,Rating: Sell1.64,Rating: Not Covered,Rating: Strong Buy5.00,122.26M,-,A-,F,C,D-,B-
TNET,"TriNet Group, Inc.",Rating: Sell1.63,Rating: Buy4.00,Rating: Buy3.85,4.61B,0.81,C-,D,A+,D,F
