exchange_ticker	info
NYSE:KODK	NYSE:KODK;LSE:0IF4;DB:KODN
NYSE:ETN	NYSE:ETN;LSE:0Y3K;BMV:ETN1N;BOVESPA:E1TN34;DB:3EC
NYSE:ECL	NYSE:ECL;XTRA:ECL;LSE:0IFA;BMV:ECL*;BOVESPA:E1CL34;WBAG:ECL;DB:ECJ
NYSE:EPC	NYSE:EPC;DB:EGZ
NYSE:EIX	NYSE:EIX;XTRA:EIX;LSE:0IFJ;BMV:EIX1*;BOVESPA:E1IX34;DB:EIX
NYSE:EW	NYSE:EW;XTRA:EWL;SWX:EW;BMV:EW*;BOVESPA:E1WL34;WBAG:EWLS;DB:EWL
NYSE:ELAN	NYSE:ELAN;XTRA:ELAN;BMV:ELAN*;DB:5EA
NYSE:ESTC	NYSE:ESTC;MUN:3E1;BMV:ESTCN
NYSE:ESI	NYSE:ESI;DB:PLQ
NYSE:ELVT	NYSE:ELVT;LSE:0XWD;DB:0EV
NYSE:LLY	NYSE:LLY;XTRA:LLY;SWX:LLY;LSE:0Q1G;BMV:LLY*;BOVESPA:LILY34;BASE:LLY;WBAG:LLYC;DB:LLY
NYSE:EFC	NYSE:EFC;NYSE:EFC.PRA;LSE:0A26;DB:1EL
NYSE:EARN	NYSE:EARN;DB:73Z
NYSE:EME	NYSE:EME;DB:EM4
NYSE:EEX	NYSE:EEX;DB:EM7
NYSE:EBS	NYSE:EBS;LSE:0IGA;DB:ER4
NYSE:EMR	NYSE:EMR;XTRA:EMR;SWX:EMR;LSE:0R33;BMV:EMR*;BOVESPA:E1MR34;DB:EMR
NYSE:EIG	NYSE:EIG;DB:YGB
NYSE:EMPW	NYSE:EMPW;NYSE:EMPW.U
NYSE:EPWR	NYSE:EPWR;NYSE:EPWR.U
NYSE:ENBL	NYSE:ENBL;DB:18E
NYSE:EHC	NYSE:EHC;BMV:EHC*;DB:HSOA
NYSE:DAVA	NYSE:DAVA;BMV:DAVAN;DB:2Y5
NYSE:EDR	NYSE:EDR
NYSE:ENR	NYSE:ENR;DB:EGG
NYSE:ET	NYSE:ET;NYSE:ET.PRD;NYSE:ET.PRE;NYSE:ET.PRC;LSE:0S1Z;BMV:ET*
NYSE:EPAC	NYSE:EPAC;DB:PW9
NYSE:ENS	NYSE:ENS;DB:FDN
NYSE:NETI	NYSE:NETI;DB:SR4
NYSE:ENLC	NYSE:ENLC;DB:0E41
NYSE:EBF	NYSE:EBF
NYSE:ENVA	NYSE:ENVA;DB:27E
NYSE:NPO	NYSE:NPO;DB:EP9
NYSE:ETR	NYSE:ETR;XTRA:ETY;LSE:0IHP;BOVESPA:E1TR34;DB:ETY
NYSE:EPD	NYSE:EPD;LSE:0S23;BMV:EPD*
NYSE:EVC	NYSE:EVC;DB:EV9
NYSE:ENV	NYSE:ENV;DB:30E
NYSE:NVST	NYSE:NVST;XTRA:NVST;BST:0HV;DB:0HV
NYSE:EVA	NYSE:EVA;DB:2NV
NYSE:ENZ	NYSE:ENZ;LSE:0IHV;DB:EZB
NYSE:EOG	NYSE:EOG;XTRA:EO5;LSE:0IDR;BMV:EOG*;BOVESPA:E1OG34;WBAG:EOGR;DB:EO5
NYSE:EPAM	NYSE:EPAM;BMV:EPAM*;DB:E3M
NYSE:EQHA	NYSE:EQHA;NYSE:EQHA.U
NYSE:EQT	NYSE:EQT;XTRA:EQ6;LSE:0IDU;DB:EQ6
NYSE:EFX	NYSE:EFX;XTRA:EFX;LSE:0II3;BMV:EFX*;BOVESPA:E1FX34;BASE:EFX;DB:EFX
NYSE:EQH	NYSE:EQH;XTRA:AXJ;NYSE:EQH.PRA;NYSE:EQH.PRC;DB:AXJ
NYSE:ETRN	NYSE:ETRN;DB:37W
NYSE:EQD	NYSE:EQD;NYSE:EQD.U
NYSE:ESGC	NYSE:ESGC;DB:E1OA
NYSE:ESE	NYSE:ESE;DB:ET7
NYSE:ESM	NYSE:ESM;NYSE:ESM.U
NYSE:ESNT	NYSE:ESNT;LSE:0U95
NYSE:EPRT	NYSE:EPRT
NYSE:WTRG	NYSE:WTRG;BMV:WTRG*;DB:A2A
NYSE:ETH	NYSE:ETH;DB:ETH
NYSE:EB	NYSE:EB;DB:EB4
NYSE:EVR	NYSE:EVR;BMV:EVR*;DB:QGJ
NYSE:RE	NYSE:RE;LSE:0U96;BOVESPA:E1VE34;DB:ERE
NYSE:EVRG	NYSE:EVRG;BOVESPA:E1VR34
NYSE:EVRI	NYSE:EVRI;DB:G2C
NYSE:ES	NYSE:ES;LSE:0IJ2;BOVESPA:E1SE34;DB:NWJ
NYSE:EVTC	NYSE:EVTC;BMV:EVTCN;DB:2EV
NYSE:EVH	NYSE:EVH;DB:9EH
NYSE:AQUA	NYSE:AQUA;DB:E0W
NYSE:ENPC	NYSE:ENPC;NYSE:ENPC.U
NYSE:EXPR	NYSE:EXPR;LSE:0IJU;DB:02Z
NYSE:EXTN	NYSE:EXTN;DB:2E2
NYSE:XOM	NYSE:XOM;KAS:US_XOM_;XTRA:XONA;BVL:XOM;SWX:XOM;LSE:0R1M;BMV:XOM*;BASE:XOM;WBAG:XOM;BOVESPA:EXXO34;SNSE:XOM;BVC:XOM;DB:XONA
NYSE:FNB	NYSE:FNB;NYSE:FNB.PRE;DB:FN2
NYSE:FN	NYSE:FN;DB:FAN
NYSE:FDS	NYSE:FDS;BMV:FDS*;DB:FA1
NYSE:FICO	NYSE:FICO;LSE:0TIQ;BMV:FICO1*;DB:FRI
NYSE:SFUN	NYSE:SFUN;DB:0USB
NYSE:FPAC	NYSE:FPAC;NYSE:FPAC.U
NYSE:FTCH	NYSE:FTCH;LSE:0K6O;BMV:FTCHN;DB:F1F
NYSE:FST	NYSE:FST;NYSE:FST.U
NYSE:FZT.U	NYSE:FZT.U
NYSE:FSLY	NYSE:FSLY;BST:2Y7;LSE:0A3P;BMV:FSLY*;BOVESPA:F1SL34;DB:2Y7
NYSE:FBK	NYSE:FBK;DB:2J2
NYSE:FFG	NYSE:FFG
NYSE:AGM	NYSE:AGM;NYSE:AGM.PRF;NYSE:AGM.A;DB:A35
NYSE:FSS	NYSE:FSS;DB:FSG
NYSE:FDX	NYSE:FDX;XTRA:FDX;BVL:FDX;SWX:FDX;LSE:0QZX;BMV:FDX*;BASE:FDX;WBAG:FDX;BOVESPA:FDXB34;DB:FDX
NYSE:RACE	NYSE:RACE;XTRA:2FE;SWX:RACE;LSE:0RDT;BIT:RACE;BMV:RACEN;WBAG:RACE;DB:2FE
NYSE:FOE	NYSE:FOE;DB:FR9
NYSE:FGNA	NYSE:FGNA;NYSE:FGNA.U
NYSE:FNF	NYSE:FNF
NYSE:FIS	NYSE:FIS;XTRA:ZGY;LSE:0ILW;BMV:FIS*;WBAG:FNIS;BOVESPA:F1NI34;DB:ZGY
NYSE:FACA	NYSE:FACA;NYSE:FACA.U
NYSE:FOA	NYSE:FOA
NYSE:FTEV	NYSE:FTEV;NYSE:FTEV.U
NYSE:FINV	NYSE:FINV;DB:PP3
NYSE:FAF	NYSE:FAF;DB:Y1F
NYSE:FBP	NYSE:FBP;DB:OLWN
NYSE:FCF	NYSE:FCF;DB:FCF
NYSE:FHS	NYSE:FHS
NYSE:FHN	NYSE:FHN;OTCPK:FHNN.P;NYSE:FHN.PRA;DB:FT2
NYSE:FRC	NYSE:FRC;NYSE:FRC.PRI;NYSE:FRC.PRK;BMV:FRC*;BOVESPA:F1RC34;DB:81R
NYSE:FE	NYSE:FE;XTRA:FE7;LSE:0IPB;BMV:FE*;BOVESPA:F1EC34;DB:FE7
NYSE:FMAC	NYSE:FMAC;NYSE:FMAC.U
NYSE:FSR	NYSE:FSR
NYSE:FPH	NYSE:FPH;DB:FP9
NYSE:FVRR	NYSE:FVRR;BST:11V;BMV:FVRRN;DB:11V
NYSE:FBC	NYSE:FBC;DB:FL2P
NYSE:FLME	NYSE:FLME;NYSE:FLME.U
NYSE:FLT	NYSE:FLT;LSE:0IPN;BMV:FLT*;BOVESPA:FLTC34;DB:07G
NYSE:FND	NYSE:FND;BMV:FND*;DB:1FD
NYSE:FTK	NYSE:FTK;DB:F2I
NYSE:FLO	NYSE:FLO;DB:FWF
NYSE:FLS	NYSE:FLS;LSE:0IQE;BMV:FLS*;BOVESPA:F1LS34;DB:FWV
NYSE:FLR	NYSE:FLR;LSE:0IQC;BMV:FLR*;DB:FLU
NYSE:FLY	NYSE:FLY;DB:3BBB
NYSE:FMC	NYSE:FMC;LSE:0IK3;BOVESPA:F1MC34;DB:FMQ
NYSE:WPF	NYSE:WPF;NYSE:WPF.U
NYSE:FL	NYSE:FL;LSE:0IQK;BMV:FL*;WBAG:FOOT;DB:WOO
NYSE:F	NYSE:F;KAS:US_FORD;XTRA:FMC1;SWX:F;LSE:0P4F;BMV:F*;WBAG:FORD;BOVESPA:FDMO34;DB:FMC1
NYSE:FRXB	NYSE:FRXB;NYSE:FRXB.U
NYSE:FRX	NYSE:FRX;NYSE:FRX.U
NYSE:FOR	NYSE:FOR;DB:4F31
NYSE:FTV	NYSE:FTV;XTRA:FTV;NYSE:FTV.PRA;LSE:0IRE;BMV:FTV*;BOVESPA:F1TV34;DB:F03
NYSE:FCAX	NYSE:FCAX;NYSE:FCAX.WS;NYSE:FCAX.U
NYSE:FAII	NYSE:FAII;NYSE:FAII.U
NYSE:FVT	NYSE:FVT;NYSE:FVT.U
NYSE:FVIV.U	NYSE:FVIV.U
NYSE:FBHS	NYSE:FBHS;LSE:0IRN;BOVESPA:F1BH34;DB:2FB
NYSE:FET	NYSE:FET;DB:1FE1
NYSE:FEDU	NYSE:FEDU
NYSE:FI	NYSE:FI
NYSE:FC	NYSE:FC
NYSE:FACT	NYSE:FACT;NYSE:FACT.U
NYSE:FCX	NYSE:FCX;XTRA:FPMB;BVL:FCX;SWX:FCX;LSE:0R2O;BMV:FCX*;BASE:FCX;WBAG:FCX;BOVESPA:FCXO34;SNSE:FCX;DB:FPMB
NYSE:FDP	NYSE:FDP;DB:FDM
NYSE:FRO	NYSE:FRO;OB:FRO;LSE:0REH;BMV:FRO1N;DB:FRLN
NYSE:FCN	NYSE:FCN;DB:FCQ
NYSE:FUBO	NYSE:FUBO;BMV:FUBO*
NYSE:FUSE	NYSE:FUSE;NYSE:FUSE.U
NYSE:FSNB	NYSE:FSNB;NYSE:FSNB.U
NYSE:FF	NYSE:FF;BST:3FF;DB:3FF
NYSE:GSQD	NYSE:GSQD;NYSE:GSQD.U
NYSE:GAPA.U	NYSE:GAPA.U
NYSE:GLEO	NYSE:GLEO;NYSE:GLEO.U
NYSE:GME	NYSE:GME;XTRA:GME;BMV:GME*;DB:GS2C
NYSE:GCI	NYSE:GCI;DB:2N2A
NYSE:IT	NYSE:IT;LSE:0ITV;BOVESPA:G1AR34;DB:GGRA
NYSE:GLOG	NYSE:GLOG;LSE:0U9H;DB:7GO
NYSE:GLOP	NYSE:GLOP;NYSE:GLOP.PRA;NYSE:GLOP.PRB;NYSE:GLOP.PRC;DB:03G
NYSE:GTES	NYSE:GTES;DB:1JL
NYSE:GATO	NYSE:GATO;TSX:GATO
NYSE:GATX	NYSE:GATX;DB:GAX
NYSE:GCP	NYSE:GCP;DB:43G
NYSE:GNK	NYSE:GNK;DB:GNU1
NYSE:GNRC	NYSE:GNRC;BMV:GNRC*;DB:G84
NYSE:GD	NYSE:GD;XTRA:GDX;LSE:0IUC;BOVESPA:GDBR34;WBAG:GEDY;DB:GDX;BMV:GD*
NYSE:GE	NYSE:GE;XTRA:GEC;BVL:GE;SWX:GE;LSE:GEC;ENXTPA:GNE;SNSE:GE;BVC:GE;BOVESPA:GEOO34;WBAG:GE;BASE:GE;DB:GEC;BMV:GE*
NYSE:GIS	NYSE:GIS;XTRA:GRM;SWX:GIS;LSE:0R1X;BOVESPA:G1MI34;WBAG:GIS;DB:GRM;BMV:GIS*
NYSE:GM	NYSE:GM;XTRA:8GM;SWX:GM;LSE:0R0E;BMV:GM*;WBAG:GMOT;BOVESPA:GMCO34;DB:8GM
NYSE:GCO	NYSE:GCO;DB:GN8
NYSE:GEL	NYSE:GEL;DB:GE3
NYSE:GNPK	NYSE:GNPK;NYSE:GNPK.U
NYSE:GNE	NYSE:GNE;LSE:0IUS;DB:6GE
NYSE:GENI	NYSE:GENI
NYSE:G	NYSE:G;DB:35G
NYSE:GPC	NYSE:GPC;XTRA:GPT;LSE:0IUX;BOVESPA:G1PC34;DB:GPT
NYSE:GNW	NYSE:GNW;BMV:GNW*;DB:GGK
NYSE:GPRK	NYSE:GPRK;LSE:0MDP;BOVESPA:GPRK34;BASE:GPRK;DB:G6O
NYSE:GIX	NYSE:GIX;NYSE:GIX.U;DB:5XV;DB:A2PNNT
NYSE:GIK	NYSE:GIK;MUN:9LK;NYSE:GIK.U
NYSE:GLT	NYSE:GLT;DB:GLN
NYSE:GKOS	NYSE:GKOS;DB:6GJ
NYSE:GB	NYSE:GB
NYSE:CO	NYSE:CO;DB:6CB
NYSE:GLP	NYSE:GLP;NYSE:GLP.PRB;DB:G4K
NYSE:GPN	NYSE:GPN;XTRA:GLO;LSE:0IW7;BMV:GPN*;BOVESPA:G1PI34;DB:GLO
NYSE:GSL	NYSE:GSL;DB:37H
NYSE:GLOB	NYSE:GLOB;LSE:0RIX;BMV:GLOBN;BASE:GLNT;DB:2G2
NYSE:GL	NYSE:GL;BOVESPA:G1LL34;DB:TMJ
NYSE:GMED	NYSE:GMED;BMV:GMED*;DB:GM0N
NYSE:GMS	NYSE:GMS;DB:CLG
NYSE:GOAC	NYSE:GOAC;NYSE:GOAC.U
NYSE:GDDY	NYSE:GDDY;BMV:GDDY*;DB:38D
NYSE:GFX	NYSE:GFX;NYSE:GFX.U
NYSE:GPX	NYSE:GPX;DB:NPD
NYSE:GGG	NYSE:GGG;DB:GA8
NYSE:EAF	NYSE:EAF;DB:G6G
NYSE:GHM	NYSE:GHM
NYSE:GHC	NYSE:GHC;DB:WPOB
NYSE:GVA	NYSE:GVA;DB:GRG
NYSE:GPMT	NYSE:GPMT;DB:G18
NYSE:GPK	NYSE:GPK;DB:4W8
NYSE:GTN	NYSE:GTN;NYSE:GTN.A;DB:GCZB
NYSE:AJX	NYSE:AJX;DB:45R
NYSE:GWB	NYSE:GWB;DB:2GW
NYSE:GDOT	NYSE:GDOT;LSE:0J0N;DB:5GN
NYSE:GHL	NYSE:GHL;DB:GH3
NYSE:GHG	NYSE:GHG;BST:GT1A
NYSE:GEF	NYSE:GEF;NYSE:GEF.B;DB:GR3;DB:GB6B
NYSE:GFF	NYSE:GFF
NYSE:GPI	NYSE:GPI;DB:GAV
NYSE:GRUB	NYSE:GRUB;LSE:0J11;WBAG:GRUB;DB:1GU
NYSE:GSAH	NYSE:GSAH;NYSE:GSAH.U;DB:55I;DB:55I1
NYSE:GSX	NYSE:GSX;LSE:0A7G;DB:18WA
NYSE:GTT	NYSE:GTT;DB:2G6
NYSE:GES	NYSE:GES;DB:GU9
NYSE:GWRE	NYSE:GWRE;LSE:0J1G;DB:0GS
NYSE:GHLD	NYSE:GHLD
NYSE:HRB	NYSE:HRB;LSE:0HOB;BOVESPA:H1RB34;DB:HRB
NYSE:FUL	NYSE:FUL;DB:HB1
NYSE:HIGA	NYSE:HIGA
NYSE:HAE	NYSE:HAE;DB:HAZ
NYSE:HAL	NYSE:HAL;XTRA:HAL;BASE:HAL;SWX:HAL;LSE:0R23;BMV:HAL*;WBAG:HAL;BOVESPA:HALI34;SNSE:HAL;DB:HAL
NYSE:HBB	NYSE:HBB
NYSE:HBI	NYSE:HBI;XTRA:HBI;LSE:0J2X;BOVESPA:H1BI34;DB:HN9
NYSE:HNGR	NYSE:HNGR
NYSE:HASI	NYSE:HASI;LSE:0J2Z;DB:6HA
NYSE:HOG	NYSE:HOG;XTRA:HAR;BASE:HOG;LSE:0QYY;BMV:HOG*;WBAG:HOG;BOVESPA:H1OG34;DB:HAR
NYSE:HSC	NYSE:HSC;DB:HA7
NYSE:HVT	NYSE:HVT;NYSE:HVT.A;DB:25F;DB:25F0
NYSE:HE	NYSE:HE;DB:HWI
NYSE:HAYW	NYSE:HAYW
NYSE:HCHC	NYSE:HCHC;DB:PSTA
NYSE:HCA	NYSE:HCA;LSE:0J1R;BMV:HCA*;BOVESPA:H1CA34;DB:2BH
NYSE:HCI	NYSE:HCI;LSE:0J22;DB:0H5
NYSE:HL	NYSE:HL;NYSE:HL.PRB;XTRA:HCL;BASE:HL;SWX:HL;LSE:0R0A;DB:HCL
NYSE:HEI	NYSE:HEI;NYSE:HEI.A;LSE:0J46;BOVESPA:H1EI34;DB:HC1;DB:HC1A
NYSE:HLX	NYSE:HLX;DB:CTV
NYSE:HP	NYSE:HP;LSE:0J4G;DB:HPC
NYSE:HLF	NYSE:HLF;DB:HOO
NYSE:HRI	NYSE:HRI;LSE:0J4L;BMV:HRI*;DB:H9B1
NYSE:HRTG	NYSE:HRTG
NYSE:HES	NYSE:HES;XTRA:AHC;LSE:0J50;BOVESPA:H1ES34;DB:AHC
NYSE:HESM	NYSE:HESM;DB:5HMA
NYSE:HPE	NYSE:HPE;XTRA:2HP;LSE:0J51;BMV:HPE*;WBAG:HPE;BOVESPA:H1PE34;DB:2HP
NYSE:HXL	NYSE:HXL;BST:HXL;DB:HXL
NYSE:HHLA	NYSE:HHLA;NYSE:HHLA.U
NYSE:HTPA	NYSE:HTPA;NYSE:HTPA.U
NYSE:HIL	NYSE:HIL;DB:HLZ
NYSE:HRC	NYSE:HRC;DB:HB9
NYSE:HI	NYSE:HI;DB:9HI
NYSE:HTH	NYSE:HTH;DB:WXF
NYSE:HGV	NYSE:HGV;DB:HIE
NYSE:HLT	NYSE:HLT;LSE:0J5I;BMV:HLT*;WBAG:HLTW;BOVESPA:H1LT34;DB:HI91
NYSE:HIMS	NYSE:HIMS;DB:82W
NYSE:HNI	NYSE:HNI;DB:HO9
NYSE:HMLP	NYSE:HMLP
NYSE:HEP	NYSE:HEP;DB:HHN
NYSE:HFC	NYSE:HFC;BOVESPA:H1FC34;DB:HL8
NasdaqGS:HON	NYSE:HON;XTRA:ALD;BASE:HON;LSE:HON;BMV:HON*;WBAG:HON;BOVESPA:HONB34;SNSE:HON;DB:ALD,NasdaqGS:HON
NYSE:HMN	NYSE:HMN;DB:HM9
NYSE:HZAC	NYSE:HZAC;NYSE:HZAC.U
NYSE:HZON	NYSE:HZON;NYSE:HZON.U
NYSE:HZN	NYSE:HZN;DB:2H6
NYSE:HRL	NYSE:HRL;XTRA:HO7;LSE:0J5Z;WBAG:HRL;BOVESPA:H1RL34;DB:HO7
NYSE:HLI	NYSE:HLI;BMV:HLI*;DB:2HL
NYSE:HOV	NYSE:HOV;OTCPK:HOVV.B;DB:HO3A
NYSE:HWM	NYSE:HWM;AMEX:HWM.PR;LSE:0TCU;BASE:HWM;BMV:HWM*;WBAG:HWM;BOVESPA:ARNC34;SNSE:ARNC;DB:48Z
NYSE:HPQ	NYSE:HPQ;XTRA:HWP;BASE:HPQ;SWX:HPQ;LSE:0J2E;BMV:HPQ*;WBAG:HPQ;BOVESPA:HPQB34;SNSE:HPQ;DB:7HP
NYSE:HPX	NYSE:HPX;NYSE:HPX.U
NYSE:HUBB	NYSE:HUBB;BMV:HUBB*;DB:HUEC
NYSE:HUBS	NYSE:HUBS;LSE:0TZZ;BMV:HUBS*;DB:096
NYSE:HUM	NYSE:HUM;LSE:0J6Z;BMV:HUM*;BOVESPA:H1UM34;DB:HUM
NYSE:HII	NYSE:HII;XTRA:HI4;LSE:0J76;BOVESPA:H1II34;DB:HI4
NYSE:HUN	NYSE:HUN;DB:HTR
NYSE:HUYA	NYSE:HUYA;LSE:0YB1;DB:HY5A
NYSE:H	NYSE:H;DB:1HTA
NYSE:HYLN	NYSE:HYLN
NYSE:HY	NYSE:HY;DB:HYEA
NYSE:IAA	NYSE:IAA;DB:3NI
NYSE:IBER	NYSE:IBER;NYSE:IBER.U
NYSE:IDA	NYSE:IDA;DB:IDJ
NYSE:IEX	NYSE:IEX;BMV:IEX*;BOVESPA:I1EX34;DB:ID7
NYSE:IDT	NYSE:IDT;DB:IDC2
NYSE:INFO	NYSE:INFO;BST:0M3;LSE:0UAI;BMV:INFON;BOVESPA:I1NF34;DB:0M3
NYSE:IH	NYSE:IH
NYSE:ITW	NYSE:ITW;XTRA:ILT;LSE:0J8W;BMV:ITW*;WBAG:ITW;BOVESPA:I1TW34;DB:ILT
NYSE:IMAX	NYSE:IMAX;DB:IMA
NYSE:ICD	NYSE:ICD;DB:81CB
NYSE:IHC	NYSE:IHC
NYSE:IBA	NYSE:IBA;OTCPK:IDBH.F;BMV:BACHOCOB;DB:7DR
NYSE:IR	NYSE:IR;DB:5GD
NYSE:NGVT	NYSE:NGVT;BMV:NGVT*;DB:IGX
NYSE:INGR	NYSE:INGR;BMV:INGR*;DB:CNP
NYSE:NSP	NYSE:NSP;DB:ASF
NYSE:INSP	NYSE:INSP;DB:2DR
NYSE:IBP	NYSE:IBP;DB:2IL
NYSE:IIIN	NYSE:IIIN;DB:HZ8
NYSE:ITGR	NYSE:ITGR;DB:WGB
NYSE:ICE	NYSE:ICE;XTRA:IC2;BOVESPA:I1CE34;LSE:0JC3;BMV:ICE*;WBAG:ICEI;DB:IC2
NYSE:IBM	NYSE:IBM;XTRA:IBM;BVL:IBM;LSE:IBM;SWX:IBM;SNSE:IBM;BASE:IBM;BMV:IBM*;WBAG:IBM;ENXTBR:IBMA;BOVESPA:IBMB34;DB:IBM
NYSE:IFF	NYSE:IFF;XTRA:IFF;NYSE:IFFT;LSE:0RF3;BOVESPA:I1FF34;DB:IFF
NYSE:IGT	NYSE:IGT;DB:7IG
NYSE:IP	NYSE:IP;XTRA:INP;LSE:0JCB;BMV:IP*;BOVESPA:I1PC34;DB:INP
NYSE:INSW	NYSE:INSW;BMV:INSWN;DB:IS5
NYSE:IPVA	NYSE:IPVA;NYSE:IPVA.U
NYSE:IPVF	NYSE:IPVF;NYSE:IPVF.U
NYSE:IPI	NYSE:IPI;DB:58I1
NYSE:IVC	NYSE:IVC;DB:IV3
NYSE:IVR	NYSE:IVR;NYSE:IVR.PRA;NYSE:IVR.PRC;LSE:0JD3;DB:7M2
NYSE:IIAC	NYSE:IIAC;NYSE:IIAC.U
NYSE:NVTA	NYSE:NVTA;LSE:0JDB;BMV:NVTA*;DB:IV8
NYSE:IACA	NYSE:IACA;NYSE:IACA.U
NYSE:IACB	NYSE:IACB;NYSE:IACB.U
NYSE:IACC	NYSE:IACC
NYSE:IO	NYSE:IO;DB:IO8N
NYSE:IQV	NYSE:IQV;XTRA:QTS;LSE:0JDM;BMV:IQV*;WBAG:IQVH;BOVESPA:I1QV34;DB:QTS
NYSE:ISOS	NYSE:ISOS;NYSE:ISOS.U
NYSE:ITT	NYSE:ITT;XTRA:2II;DB:2II
NYSE:IVAN	NYSE:IVAN;NYSE:IVAN.U
NYSE:JAX	NYSE:JAX;DB:36P
NYSE:JILL	NYSE:JILL;DB:1MJ1
NYSE:JBL	NYSE:JBL;DB:JBL
NYSE:J	NYSE:J;LSE:0JOI;BOVESPA:J1EG34;DB:JEG
NYSE:JWS	NYSE:JWS;NYSE:JWS.U
NYSE:JWSM	NYSE:JWSM;NYSE:JWSM.U
NYSE:SPFR	NYSE:SPFR;NYSE:SPFR.U
NYSE:JEF	NYSE:JEF;BMV:JEF*;BOVESPA:J1EF34;DB:LN3
NYSE:JELD	NYSE:JELD;DB:0JW
NYSE:JT	NYSE:JT;DB:JT13
NYSE:JKS	NYSE:JKS;LSE:0JOX;SWX:JKS;BMV:JKSN;WBAG:JKS;DB:ZJS1
NYSE:JMP	NYSE:JMP
NYSE:JBT	NYSE:JBT;DB:JBT
NYSE:JW.A	NYSE:JW.A;NYSE:JW.B;DB:2F7;DB:2F70
NYSE:JNJ	NYSE:JNJ;XTRA:JNJ;BVL:JNJ;SWX:JNJ;SNSE:JNJ;BVC:JNJ;BASE:JNJ;BASE:DJNJ3;BMV:JNJ*;WBAG:JNJ;BOVESPA:JNJB34;DB:JNJ
NYSE:JCI	NYSE:JCI;XTRA:TYIA;LSE:0Y7S;BOVESPA:J1CI34;DB:TYIA
NYSE:JLL	NYSE:JLL;LSE:0JPB;DB:4J2
NYSE:JPM	NYSE:JPM;NYSE:JPM.PRK;XTRA:CMC;BVL:JPM;LSE:0Q1F;SWX:JPM;SNSE:JPM;BVC:JPM;BASE:JPM;BMV:JPM*;WBAG:JPM;BOVESPA:JPMC34;DB:CMC;DB:CMC6;DB:CMC5;DB:JPM;DB:JP2UVD;DB:JP2UU5
NYSE:JMIA	NYSE:JMIA;XTRA:JMIA;BST:4JMA;LSE:0A44;BMV:JMIAN;WBAG:JMIA;DB:4JMA
NYSE:JIH	NYSE:JIH;NYSE:JIH.U
NYSE:JNPR	NYSE:JNPR;XTRA:JNP;LSE:0JPH;BOVESPA:J1NP34;DB:JNP
NYSE:JP	NYSE:JP;DB:JP8A
NYSE:KAI	NYSE:KAI;DB:KDA
NYSE:KAMN	NYSE:KAMN;DB:KA1
NYSE:KSU	NYSE:KSU;NYSE:KSU.PR;XTRA:KSU;LSE:0JQ4;BMV:KSU*;BOVESPA:K1CS34;DB:KCY
NYSE:KAR	NYSE:KAR;BMV:KAR1*;DB:XKR
NYSE:KBH	NYSE:KBH;BMV:KBH*;DB:KBH
NYSE:KBR	NYSE:KBR;LSE:0JPN;BMV:KBR*;DB:K6B
NYSE:BEKE	NYSE:BEKE;DB:KE8A
NYSE:K	NYSE:K;XTRA:KEL;SWX:K;LSE:0R1R;BMV:K*;WBAG:KELL;BOVESPA:K1EL34;DB:KEL
NYSE:KMPR	NYSE:KMPR;BOVESPA:KMPR34;DB:UI2
NYSE:KMT	NYSE:KMT;BMV:KMT*;DB:KM3
NYSE:KW	NYSE:KW;LSE:0JQI;DB:13K
NYSE:KCAC	NYSE:KCAC;NYSE:KCAC.U
NYSE:KEY	NYSE:KEY;NYSE:KEY.PRJ;LSE:0JQR;BMV:KEY1*;BOVESPA:K1EY34;DB:KEY
NYSE:KEYS	NYSE:KEYS;BOVESPA:K1SG34;LSE:0A7N;BMV:KEYS*;DB:1KT
NYSE:KRP	NYSE:KRP;DB:0R3
NYSE:KMB	NYSE:KMB;XTRA:KMY;SWX:KMY;LSE:0JQZ;BASE:KMB;BMV:KMB*;WBAG:KMBC;BOVESPA:KMBB34;DB:KMY
NYSE:KMI	NYSE:KMI;XTRA:2KD;LSE:0JR2;BMV:KMI*;WBAG:KMI;DB:2KD
NYSE:KFS	NYSE:KFS;TSX:KFS
NYSE:KWAC	NYSE:KWAC;NYSE:KWAC.U
NYSE:KEX	NYSE:KEX;DB:KIY
NYSE:KAHC.U	NYSE:KAHC.U
NYSE:KREF	NYSE:KREF;NYSE:KREF.PRA;DB:8KR
NYSE:KNX	NYSE:KNX;DB:KSX
NYSE:KNL	NYSE:KNL;DB:KK6
NYSE:KNOP	NYSE:KNOP;DB:KO4
NYSE:KN	NYSE:KN;LSE:0JRJ;DB:1K3
NYSE:KSS	NYSE:KSS;LSE:0JRL;BMV:KSS*;BOVESPA:K1SS34;DB:KHP
NYSE:KTB	NYSE:KTB;XTRA:3KO;LSE:0A1X;DB:3KO
NYSE:KOP	NYSE:KOP;DB:KO9
NYSE:KFY	NYSE:KFY;DB:KFY
NYSE:KOS	NYSE:KOS;LSE:KOS;DB:KOS1
NYSE:KRA	NYSE:KRA;DB:K21
NYSE:KRO	NYSE:KRO;DB:K1W
NYSE:KUKE	NYSE:KUKE
NYSE:LB	NYSE:LB;XTRA:LTD;LSE:0JSC;BMV:LB*;WBAG:LBRA;BOVESPA:LBRN34;DB:LTD
NYSE:LNFA	NYSE:LNFA;NYSE:LNFA.U
