symbol,exchange,country,market_cap,headquarters_city,headquarters_state,sector,industry
STZ,NYSE,US,41.138345711281815,Victor,New York,Consumer Non-Durables,Beverages: Alcoholic
WBA,NASDAQ,US,41.017695313000004,Deerfield,Illinois,Retail Trade,Drugstore Chains
DIDI,NYSE,CN,40.75639254549522,Beijing,Beijing,Technology Services,Packaged Software
ITUB,NYSE,BR,40.70208524018434,São Paulo,Sao Paulo,Finance,Major Banks
KMI,NYSE,US,40.62661183287599,Houston,Texas,Industrial Services,Oil & Gas Pipelines
MSI,NYSE,US,40.522859,Chicago,Illinois,Electronic Technology,Aerospace & Defense
HLT,NYSE,US,40.32586599798735,McLean,Virginia,Consumer Services,Hotels/Resorts/Cruise lines
TT,NYSE,IE,40.30561467,Swords,Dublin,Producer Manufacturing,Industrial Conglomerates
NTR,NYSE,CA,40.30205718,Calgary,Alberta,Process Industries,Chemicals: Agricultural
DLR,NYSE,US,40.25193118925448,Austin,Texas,Finance,Real Estate Investment Trusts
RSG,NYSE,US,40.1840303,Phoenix,Arizona,Industrial Services,Environmental Services
ERIC,NASDAQ,SE,39.865916657193274,Kista,Stockholm,Electronic Technology,Telecommunications Equipment
SREA,NYSE,US,39.7649630078697,San Diego,California,Utilities,Electric Utilities
SRE,NYSE,US,39.72759648,San Diego,California,Utilities,Electric Utilities
PHG,NYSE,NL,39.72332244190468,Amsterdam,Noord-Holland,Health Technology,Medical Specialties
CTSH,NASDAQ,US,39.47760622003156,Teaneck,New Jersey,Technology Services,Information Technology Services
SIVBP,NASDAQ,US,39.423316025761565,Santa Clara,California,Finance,Regional Banks
BAX,NYSE,US,39.34793291812886,Deerfield,Illinois,Health Technology,Medical Specialties
U,NYSE,US,39.33794556,San Francisco,California,Technology Services,Packaged Software
ALC,NYSE,CH,39.160393930240495,Fribourg,Fribourg,Health Technology,Medical Specialties
TRV,NYSE,US,39.04066464,New York,New York,Finance,Multi-Line Insurance
DKNG,NASDAQ,US,38.977563486402616,Boston,Massachusetts,Technology Services,Internet Software/Services
EA,NASDAQ,US,38.89382194,Redwood City,California,Consumer Durables,Recreational Products
SIVB,NASDAQ,US,38.66452929532171,Santa Clara,California,Finance,Regional Banks
MCHP,NASDAQ,US,38.636923792947414,Chandler,Arizona,Electronic Technology,Semiconductors
XLNX,NASDAQ,US,38.58276098834104,San Jose,California,Electronic Technology,Semiconductors
ZS,NASDAQ,US,38.52976192,San Jose,California,Technology Services,Packaged Software
MFC,NYSE,CA,38.446759247935155,Toronto,Ontario,Finance,Life/Health Insurance
AFRM,NASDAQ,US,38.244633883469994,San Francisco,California,Technology Services,Internet Software/Services
DFS,NYSE,US,38.149284164462706,Riverwoods,Illinois,Finance,Finance/Rental/Leasing
KKR,NYSE,US,38.06609399,New York,New York,Finance,Investment Managers
STM,NYSE,CH,37.8397790284231,Plan-Les-Ouates,Geneve (Geneva),Electronic Technology,Semiconductors
ROST,NASDAQ,US,37.7398692,Dublin,California,Retail Trade,Apparel/Footwear Retail
GIS,NYSE,US,37.63772957681406,Minneapolis,Minnesota,Consumer Non-Durables,Food: Major Diversified
ALL,NYSE,US,37.49535702685406,Northbrook,Illinois,Finance,Property/Casualty Insurance
LCID,NASDAQ,US,37.325413095758634,Newark,California,Consumer Durables,Motor Vehicles
HSY,NYSE,US,36.9841399715,Hershey,Pennsylvania,Consumer Non-Durables,Food: Specialty/Candy
PH,NYSE,US,36.75646910117241,Cleveland,Ohio,Producer Manufacturing,Industrial Machinery
RMD,NYSE,US,36.75565353332508,San Diego,California,Health Technology,Medical Specialties
CNC,NYSE,US,36.75509376,St. Louis,Missouri,Health Services,Managed Health Care
SBAC,NASDAQ,US,36.58209105724347,Boca Raton,Florida,Finance,Real Estate Investment Trusts
IFF,NYSE,US,36.509066,New York,New York,Consumer Non-Durables,Household/Personal Care
AFL,NYSE,US,36.508451213928595,Columbus,Georgia,Finance,Life/Health Insurance
OKTA,NASDAQ,US,36.37204636118338,San Francisco,California,Technology Services,Packaged Software
PPG,NYSE,US,36.2681496,Pittsburgh,Pennsylvania,Process Industries,Industrial Specialties
DD,NYSE,US,36.20600554,Wilmington,Delaware,Process Industries,Chemicals: Major Diversified
PSX,NYSE,US,36.19106610415306,Houston,Texas,Energy Minerals,Oil Refining/Marketing
YUM,NYSE,US,36.17536692,Louisville,Kentucky,Consumer Services,Restaurants
CRH,NYSE,IE,36.08622586967909,Rathfarnham,Dublin,Non-Energy Minerals,Construction Materials
NWG,NYSE,GB,36.04255353746388,Edinburgh,Scotland,Finance,Major Banks
HUBS,NYSE,US,35.642784658,Cambridge,Massachusetts,Technology Services,Information Technology Services
FRC,NYSE,US,35.47742166,San Francisco,California,Finance,Regional Banks
AZO,NYSE,US,35.45455610516272,Memphis,Tennessee,Retail Trade,Specialty Stores
MFG,NYSE,JP,35.38415986549111,Tokyo,Tokyo,Finance,Major Banks
ADM,NYSE,US,35.22246333,Chicago,Illinois,Process Industries,Agricultural Commodities/Milling
WELL,NYSE,US,35.19527227,Toledo,Ohio,Finance,Real Estate Investment Trusts
WMB,NYSE,US,35.1487928,Tulsa,Oklahoma,Industrial Services,Oil & Gas Pipelines
OTIS,NYSE,US,34.97027126,Farmington,Connecticut,Producer Manufacturing,Building Products
TTD,NASDAQ,US,34.823703943004105,Ventura,California,Commercial Services,Advertising/Marketing Services
TDG,NYSE,US,34.78862145547902,Cleveland,Ohio,Electronic Technology,Aerospace & Defense
SU,NYSE,CA,34.76699,Calgary,Alberta,Energy Minerals,Integrated Oil
HOOD,NASDAQ,US,34.67111777462897,Menlo Park,California,Technology Services,Packaged Software
ROK,NYSE,US,34.57110696,Milwaukee,Wisconsin,Producer Manufacturing,Electrical Products
BBDO,NYSE,BR,34.470633022686386,Osasco,Sao Paulo,Finance,Major Banks
CSGP,NASDAQ,US,34.42429049173698,Washington,District of Columbia,Technology Services,Internet Software/Services
XEL,NASDAQ,US,33.921531,Minneapolis,Minnesota,Utilities,Electric Utilities
VRSK,NASDAQ,US,33.520558501764874,Jersey City,New Jersey,Technology Services,Data Processing Services
WCN,NYSE,CA,33.41092639377201,Woodbridge,Ontario,Industrial Services,Environmental Services
BGNE,NASDAQ,CN,33.403847631595205,Beijing,Beijing,Health Technology,Biotechnology
NOK,NYSE,FI,33.39791056,Espoo,Uusimaa,Electronic Technology,Telecommunications Equipment
GOLD,NYSE,CA,33.34845770228198,Toronto,Ontario,Non-Energy Minerals,Precious Metals
XPEV,NYSE,CN,33.30592156326189,Guangzhou,Guangdong,Consumer Durables,Motor Vehicles
BBD,NYSE,BR,33.30009706631721,Osasco,Sao Paulo,Finance,Major Banks
PINS,NYSE,US,33.140368619783416,San Francisco,California,Technology Services,Internet Software/Services
STT,NYSE,US,33.13677501,Boston,Massachusetts,Finance,Regional Banks
ODFL,NASDAQ,US,33.09504722784904,Thomasville,North Carolina,Transportation,Trucking
CMI,NYSE,US,33.04975428815755,Columbus,Indiana,Producer Manufacturing,Trucks/Construction/Farm Machinery
NDAQ,NASDAQ,US,33.01944592,New York,New York,Finance,Investment Banks/Brokers
EPAM,NYSE,US,32.990664079999995,Newtown,Pennsylvania,Technology Services,Information Technology Services
CBRE,NYSE,US,32.91224022322981,Dallas,Texas,Finance,Real Estate Development
CPRT,NASDAQ,US,32.840859509999994,Dallas,Texas,Commercial Services,Miscellaneous Commercial Services
AJG,NYSE,US,32.501099999999994,Rolling Meadows,Illinois,Finance,Insurance Brokers/Services
APP,NASDAQ,US,32.46145914555108,Palo Alto,California,Technology Services,Packaged Software
LYB,NYSE,GB,32.401161064291735,London,Greater London,Process Industries,Chemicals: Specialty
CAJ,NYSE,JP,32.37274522414121,Tokyo,Tokyo,Electronic Technology,Computer Peripherals
VLO,NYSE,US,32.264345133132615,San Antonio,Texas,Energy Minerals,Oil Refining/Marketing
EQR,NYSE,US,32.242221617463606,Chicago,Illinois,Finance,Real Estate Investment Trusts
EC,NYSE,CO,32.18854165902942,Bogota,Capital District,Energy Minerals,Integrated Oil
SLF,NYSE,CA,32.10971743177034,Toronto,Ontario,Finance,Multi-Line Insurance
GRUB,NASDAQ,NL,31.8081016,Amsterdam,Noord-Holland,Retail Trade,Specialty Stores
AMP,NYSE,US,31.79086954,Minneapolis,Minnesota,Finance,Investment Banks/Brokers
AVB,NYSE,US,31.6232505,Arlington,Virginia,Finance,Real Estate Investment Trusts
MTD,NYSE,US,31.32923301344187,Columbus,Ohio,Health Technology,Medical Specialties
FERG,NYSE,GB,31.257420268287447,Wokingham,Berkshire,Distribution Services,Wholesale Distributors
WLTW,NASDAQ,GB,31.2152598,London,Greater London,Finance,Insurance Brokers/Services
MDB,NASDAQ,US,31.165915170904658,New York,New York,Technology Services,Packaged Software
EFX,NYSE,US,31.145262198672455,Atlanta,Georgia,Commercial Services,Miscellaneous Commercial Services
GLW,NYSE,US,31.103847256067716,Corning,New York,Electronic Technology,Electronic Components
CHT,NYSE,TW,30.980655241894766,Taipei,Taipei City,Communications,Major Telecommunications
MCK,NYSE,US,30.95510775,Irving,Texas,Distribution Services,Medical Distributors
FAST,NASDAQ,US,30.938219693351925,Winona,Minnesota,Distribution Services,Wholesale Distributors
MPLX,NYSE,US,30.902059504907616,Findlay,Ohio,Industrial Services,Oil & Gas Pipelines
LUV,NYSE,US,30.8720361,Dallas,Texas,Transportation,Airlines
OXY,NYSE,US,30.82259235,Houston,Texas,Energy Minerals,Oil & Gas Production
CTVA,NYSE,US,30.799060750000002,Wilmington,Delaware,Process Industries,Chemicals: Agricultural
AWK,NYSE,US,30.77083184,Camden,New Jersey,Utilities,Water Utilities
LVS,NYSE,US,30.735317699999996,Las Vegas,Nevada,Consumer Services,Casinos/Gaming
PAYC,NYSE,US,30.612688304,Oklahoma City,Oklahoma,Technology Services,Packaged Software
HPQ,NYSE,US,30.599406,Palo Alto,California,Electronic Technology,Computer Processing Hardware
IBKR,NASDAQ,US,30.433653059474384,Greenwich,Connecticut,Finance,Investment Banks/Brokers
RKT,NYSE,US,30.385595618597883,Detroit,Michigan,Finance,Finance/Rental/Leasing
FITBI,NASDAQ,US,30.33556218722243,Cincinnati,Ohio,Finance,Regional Banks
BATRA,NASDAQ,US,30.295804511422038,Englewood,Colorado,Consumer Services,Movies/Entertainment
FITBP,NASDAQ,US,30.288905986528416,Cincinnati,Ohio,Finance,Regional Banks
BATRK,NASDAQ,US,30.249342049426915,Englewood,Colorado,Consumer Services,Movies/Entertainment
FITBO,NASDAQ,US,30.248105490242477,Cincinnati,Ohio,Finance,Regional Banks
LBRDP,NASDAQ,US,30.22471994386438,Englewood,Colorado,Communications,Wireless Telecommunications
MT,NYSE,LU,30.178420935491136,Luxembourg,Luxembourg,Non-Energy Minerals,Steel
LBRDA,NASDAQ,US,30.151572252503254,Englewood,Colorado,Communications,Wireless Telecommunications
PEG,NYSE,US,30.0413882087591,Newark,New Jersey,Utilities,Electric Utilities
LBRDK,NASDAQ,US,30.040589535,Englewood,Colorado,Communications,Wireless Telecommunications
LSXMA,NASDAQ,US,30.02482511209156,Englewood,Colorado,Consumer Services,Movies/Entertainment
TU,NYSE,CA,30.00607088072398,Vancouver,British Columbia,Communications,Major Telecommunications
ANSS,NASDAQ,US,29.990436360988408,Canonsburg,Pennsylvania,Technology Services,Packaged Software
DHI,NYSE,US,29.98716448,Arlington,Texas,Consumer Durables,Homebuilding
FWONA,NASDAQ,US,29.974978723359655,Englewood,Colorado,Consumer Services,Movies/Entertainment
SGEN,NASDAQ,US,29.96287515,Bothell,Washington,Health Technology,Biotechnology
LSXMK,NASDAQ,US,29.91440899530006,Englewood,Colorado,Consumer Services,Movies/Entertainment
FITB,NASDAQ,US,29.901194235488372,Cincinnati,Ohio,Finance,Regional Banks
WST,NYSE,US,29.82837312,Exton,Pennsylvania,Health Technology,Medical Specialties
ZBH,NYSE,US,29.8245101493614,Warsaw,Indiana,Health Technology,Medical Specialties
FWONK,NASDAQ,US,29.78079543553465,Englewood,Colorado,Consumer Services,Movies/Entertainment
KEYS,NYSE,US,29.71265676,Santa Rosa,California,Electronic Technology,Electronic Equipment/Instruments
ARE,NYSE,US,29.631558275420872,Pasadena,California,Finance,Real Estate Investment Trusts
LI,NASDAQ,CN,29.623940074259398,Beijing,Beijing,Consumer Durables,Motor Vehicles
KR,NYSE,US,29.61914137,Cincinnati,Ohio,Retail Trade,Food Retail
GRMN,NASDAQ,CH,29.58681648,Schaffhausen,Schaffhausen,Electronic Technology,Telecommunications Equipment
BLL,NYSE,US,29.545168458178562,Westminster,Colorado,Process Industries,Containers/Packaging
LSXMB,NASDAQ,US,29.536939112745397,Englewood,Colorado,Consumer Services,Movies/Entertainment
ES,NYSE,US,29.384934585840952,Springfield,Massachusetts,Utilities,Electric Utilities
LEN,NYSE,US,29.254501596,Miami,Florida,Consumer Durables,Homebuilding
NUE,NYSE,US,29.252022,Charlotte,North Carolina,Non-Energy Minerals,Steel
ORAN,NYSE,FR,29.05759538261228,Paris,Ile-de-France,Communications,Major Telecommunications
PCAR,NASDAQ,US,29.016754660030326,Bellevue,Washington,Producer Manufacturing,Trucks/Construction/Farm Machinery
CFXA,NYSE,US,28.8744744048,Wilmington,Delaware,Producer Manufacturing,Industrial Machinery
ANET,NYSE,US,28.764901681904522,Santa Clara,California,Electronic Technology,Computer Communications
AME,NYSE,US,28.5308204,Berwyn,Pennsylvania,Producer Manufacturing,Electrical Products
ZI,NASDAQ,US,28.51439068269197,Vancouver,Washington,Technology Services,Internet Software/Services
SWT,NYSE,US,28.467806023678907,New Britain,Connecticut,Consumer Durables,Tools & Hardware
VFC,NYSE,US,28.3877997,Denver,Colorado,Consumer Non-Durables,Apparel/Footwear
TSN,NYSE,US,28.354078317179997,Springdale,Arkansas,Consumer Non-Durables,Food: Meat/Fish/Dairy
SWK,NYSE,US,28.311398887159303,New Britain,Connecticut,Consumer Durables,Tools & Hardware
SYF,NYSE,US,28.308347928556845,Stamford,Connecticut,Finance,Finance/Rental/Leasing
WY,NYSE,US,28.06441512,Seattle,Washington,Finance,Real Estate Investment Trusts
OKE,NYSE,US,28.05435995,Tulsa,Oklahoma,Industrial Services,Oil & Gas Pipelines
HES,NYSE,US,27.88605365,New York,New York,Energy Minerals,Oil & Gas Production
GMAB,NASDAQ,DK,27.87575564532255,Copenhagen,Capital Region,Health Technology,Medical Specialties
DAL,NYSE,US,27.8618991,Atlanta,Georgia,Transportation,Airlines
BILL,NYSE,US,27.783443522999995,San Jose,California,Technology Services,Packaged Software
WEC,NYSE,US,27.701501699999998,Milwaukee,Wisconsin,Utilities,Electric Utilities
CS,NYSE,CH,27.651769697000002,Zurich,Zurich,Finance,Major Banks
CCL,NYSE,US,27.619552612949995,Miami,Florida,Consumer Services,Hotels/Resorts/Cruise lines
YNDX,NASDAQ,NL,27.5847117002,Amsterdam,Noord-Holland,Technology Services,Internet Software/Services
BILI,NASDAQ,CN,27.471873801232988,Shanghai,Shanghai,Technology Services,Packaged Software
DB,NYSE,DE,27.41808211096504,Frankfurt,Hessen,Finance,Major Banks
ZTO,NYSE,CN,27.258170707788064,Shanghai,Shanghai,Transportation,Air Freight/Couriers
VIACA,NASDAQ,US,27.121576925,New York,New York,Consumer Services,Broadcasting
ETSY,NASDAQ,US,26.97862178,New York,New York,Retail Trade,Internet Retail
BBY,NYSE,US,26.888808239629682,Richfield,Minnesota,Retail Trade,Electronics/Appliance Stores
BKR,NYSE,US,26.844737128978398,Houston,Texas,Industrial Services,Oilfield Services/Equipment
ET,NYSE,US,26.778213274169186,Dallas,Texas,Industrial Services,Oil & Gas Pipelines
ED,NYSE,US,26.74748358,New York,New York,Utilities,Electric Utilities
O,NYSE,US,26.712037343553707,San Diego,California,Finance,Real Estate Investment Trusts
APO,NYSE,US,26.613203257769214,New York,New York,Finance,Investment Managers
GNRC,NYSE,US,26.600956601,Waukesha,Wisconsin,Producer Manufacturing,Electrical Products
DVN,NYSE,US,26.572250389017743,Oklahoma City,Oklahoma,Energy Minerals,Oil & Gas Production
LH,NYSE,US,26.493866218808375,Burlington,North Carolina,Health Services,Services to the Health Industry
ZBRA,NASDAQ,US,26.40991962,Lincolnshire,Illinois,Electronic Technology,Computer Peripherals
TLK,NYSE,ID,26.40626508594013,Jakarta,Jakarta Raya,Communications,Major Telecommunications
UMC,NYSE,TW,26.382728848390194,Hsinchu,,Electronic Technology,Semiconductors
TEF,NYSE,ES,26.315661705249457,Madrid,Madrid,Communications,Specialty Telecommunications
CHWY,NYSE,US,26.26478219172,Dania Beach,Florida,Retail Trade,Internet Retail
SWKS,NASDAQ,US,26.20025425,Irvine,California,Electronic Technology,Semiconductors
FNV,NYSE,CA,26.11289940431324,Toronto,Ontario,Non-Energy Minerals,Precious Metals
PTON,NASDAQ,US,26.038128477800004,New York,New York,Consumer Services,Other Consumer Services
UPST,NASDAQ,US,25.900442436600922,San Mateo,California,Technology Services,Internet Software/Services
UDR,NYSE,US,25.812234147143133,Highlands Ranch,Colorado,Finance,Real Estate Investment Trusts
KSU,NYSE,US,25.788227036,Kansas City,Missouri,Transportation,Railroads
RYAAY,NASDAQ,IE,25.721955,Swords,Dublin,Transportation,Airlines
HZNP,NASDAQ,IE,25.60049670975566,Dublin,Dublin,Health Technology,Pharmaceuticals: Other
EXPE,NASDAQ,US,25.571421525496188,Seattle,Washington,Consumer Services,Other Consumer Services
TOST,NYSE,US,25.436007199440414,Boston,Massachusetts,Technology Services,Internet Software/Services
VIAC,NASDAQ,US,25.42787784299467,New York,New York,Consumer Services,Broadcasting
VIACP,NASDAQ,US,25.41437144602447,New York,New York,Consumer Services,Broadcasting
ALB,NYSE,US,25.3629465,Charlotte,North Carolina,Process Industries,Chemicals: Specialty
MGA,NYSE,CA,25.325756976777733,Aurora,Ontario,Producer Manufacturing,Auto Parts: OEM
HGH,NYSE,US,25.209152344000003,Hartford,Connecticut,Finance,Multi-Line Insurance
IT,NYSE,US,25.183307728,Stamford,Connecticut,Technology Services,Internet Software/Services
SPLK,NASDAQ,US,25.14625036,San Francisco,California,Technology Services,Information Technology Services
FTV,NYSE,US,25.06945045,Everett,Washington,Electronic Technology,Electronic Equipment/Instruments
CZR,NASDAQ,US,24.9841158,Reno,Nevada,Consumer Services,Casinos/Gaming
HIG,NYSE,US,24.983504559999997,Hartford,Connecticut,Finance,Multi-Line Insurance
ABC,NYSE,US,24.878350987450432,Conshohocken,Pennsylvania,Distribution Services,Medical Distributors
URI,NYSE,US,24.809548607496097,Stamford,Connecticut,Finance,Finance/Rental/Leasing
PATH,NYSE,US,24.695934121320004,New York,New York,Technology Services,Packaged Software
EXR,NYSE,US,24.651433778691413,Salt Lake City,Utah,Finance,Real Estate Investment Trusts
YUMC,NYSE,CN,24.5544309,Shanghai,Shanghai,Consumer Services,Restaurants
BEKE,NYSE,CN,24.532492518606244,Beijing,Beijing,Technology Services,Internet Software/Services
SIRI,NASDAQ,US,24.4646576,New York,New York,Consumer Services,Broadcasting
W,NYSE,US,24.340841524236488,Boston,Massachusetts,Retail Trade,Internet Retail
NTRSO,NASDAQ,US,24.340061088118674,Chicago,Illinois,Finance,Regional Banks
BEP,NYSE,BM,24.321678052525204,Hamilton,Hamilton,Utilities,Electric Utilities
IX,NYSE,JP,24.31419764112898,Tokyo,Tokyo,Finance,Finance/Rental/Leasing
CCEP,NASDAQ,GB,24.289025456710096,Uxbridge,Greater London,Consumer Non-Durables,Beverages: Non-Alcoholic
